epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,184.728,1.2038,2.1589,0.88847,0.99991,0.67104,0.61427,0.66465,0.35061,0.66291,0.59221,0.62732,0.28207,1.47811,2.68927,0.99242,1.10844,0.00132185,0.00132185,0.00132185
139,186.665,1.12857,1.84603,0.7983,0.96955,0.67104,0.61427,0.66465,0.35061,0.66291,0.59221,0.62732,0.28207,1.47811,2.68927,0.99242,1.10844,0.0013169,0.0013169,0.0013169
140,188.837,1.20414,1.93708,0.75653,0.9902,0.62285,0.61932,0.64196,0.34177,0.63613,0.61932,0.62562,0.28216,1.53613,2.63923,0.95653,1.12718,0.00131195,0.00131195,0.00131195
141,190.728,1.25227,2.03359,0.81019,1.00016,0.62285,0.61932,0.64196,0.34177,0.63613,0.61932,0.62562,0.28216,1.53613,2.63923,0.95653,1.12718,0.001307,0.001307,0.001307
142,192.837,1.32833,2.24571,0.86821,0.98937,0.62474,0.63636,0.63029,0.32485,0.60298,0.60227,0.5897,0.26962,1.57953,2.76012,1.07267,1.12876,0.00130205,0.00130205,0.00130205
143,194.712,1.21627,2.05313,0.82713,0.98834,0.62474,0.63636,0.63029,0.32485,0.60298,0.60227,0.5897,0.26962,1.57953,2.76012,1.07267,1.12876,0.0012971,0.0012971,0.0012971
144,196.775,1.33264,2.17221,0.85409,0.99209,0.58851,0.64773,0.58891,0.30989,0.59887,0.63636,0.58642,0.2376,1.51565,2.81653,1.1152,1.13973,0.00129215,0.00129215,0.00129215
145,198.823,1.16402,2.02648,0.79564,0.96477,0.58851,0.64773,0.58891,0.30989,0.59887,0.63636,0.58642,0.2376,1.51565,2.81653,1.1152,1.13973,0.0012872,0.0012872,0.0012872
146,200.823,1.12673,1.85042,0.81542,0.95706,0.5921,0.71754,0.66093,0.35006,0.61711,0.64773,0.63898,0.29268,1.52321,2.70548,0.99399,1.14787,0.00128225,0.00128225,0.00128225
147,202.73,1.23444,2.01658,0.80342,0.96832,0.5921,0.71754,0.66093,0.35006,0.61711,0.64773,0.63898,0.29268,1.52321,2.70548,0.99399,1.14787,0.0012773,0.0012773,0.0012773
148,204.777,1.12727,1.89016,0.74968,0.96736,0.60243,0.66477,0.65153,0.34427,0.6174,0.67614,0.63909,0.2954,1.56516,2.73986,1.08139,1.12333,0.00127235,0.00127235,0.00127235
149,206.652,1.17082,1.97315,0.76714,0.95948,0.60243,0.66477,0.65153,0.34427,0.6174,0.67614,0.63909,0.2954,1.56516,2.73986,1.08139,1.12333,0.0012674,0.0012674,0.0012674
150,208.652,1.22257,2.02748,0.75305,0.96928,0.59466,0.68182,0.65371,0.35321,0.62292,0.65703,0.62068,0.28594,1.51132,2.67973,1.11848,1.11338,0.00126245,0.00126245,0.00126245
151,210.652,1.08202,1.73033,0.7422,0.9359,0.59466,0.68182,0.65371,0.35321,0.62292,0.65703,0.62068,0.28594,1.51132,2.67973,1.11848,1.11338,0.0012575,0.0012575,0.0012575
152,212.839,1.1244,1.81339,0.74744,0.94625,0.6292,0.6875,0.66887,0.3595,0.63586,0.64773,0.64663,0.29954,1.49874,2.71506,0.99227,1.13901,0.00125255,0.00125255,0.00125255
153,214.948,1.15828,1.92868,0.81003,0.97304,0.6292,0.6875,0.66887,0.3595,0.63586,0.64773,0.64663,0.29954,1.49874,2.71506,0.99227,1.13901,0.0012476,0.0012476,0.0012476
154,217.089,1.14911,1.86858,0.73017,0.93294,0.6261,0.68504,0.6578,0.35268,0.61998,0.67614,0.64559,0.30619,1.52752,2.74074,1.00058,1.15143,0.00124265,0.00124265,0.00124265
155,219.105,1.17037,2.02002,0.80503,1.00201,0.6261,0.68504,0.6578,0.35268,0.61998,0.67614,0.64559,0.30619,1.52752,2.74074,1.00058,1.15143,0.0012377,0.0012377,0.0012377
156,221.198,1.24582,2.12001,0.79921,0.97716,0.63926,0.64441,0.64816,0.36052,0.63874,0.64295,0.63104,0.27997,1.51987,2.64795,0.99588,1.1367,0.00123275,0.00123275,0.00123275
157,223.527,1.18636,1.93511,0.77366,0.95988,0.63926,0.64441,0.64816,0.36052,0.63874,0.64295,0.63104,0.27997,1.51987,2.64795,0.99588,1.1367,0.0012278,0.0012278,0.0012278
158,225.87,1.14556,1.9012,0.78472,0.9669,0.64109,0.65909,0.67632,0.38687,0.62325,0.625,0.61653,0.2722,1.48206,2.50626,0.95523,1.11889,0.00122285,0.00122285,0.00122285
159,227.995,1.09073,1.78566,0.69304,0.94669,0.64109,0.65909,0.67632,0.38687,0.62325,0.625,0.61653,0.2722,1.48206,2.50626,0.95523,1.11889,0.0012179,0.0012179,0.0012179
160,230.214,1.13267,1.81675,0.74073,0.95611,0.63607,0.625,0.66834,0.38017,0.67306,0.60227,0.63864,0.3065,1.50568,2.45162,0.95709,1.15004,0.00121295,0.00121295,0.00121295
161,232.683,1.153,1.99006,0.78422,0.96232,0.63607,0.625,0.66834,0.38017,0.67306,0.60227,0.63864,0.3065,1.50568,2.45162,0.95709,1.15004,0.001208,0.001208,0.001208
162,235.245,1.11906,1.86181,0.80819,0.97508,0.55374,0.64862,0.63053,0.36182,0.56119,0.63219,0.62491,0.31683,1.54231,2.48063,0.98884,1.14803,0.00120305,0.00120305,0.00120305
163,237.527,1.14799,1.89978,0.79156,0.95835,0.55374,0.64862,0.63053,0.36182,0.56119,0.63219,0.62491,0.31683,1.54231,2.48063,0.98884,1.14803,0.0011981,0.0011981,0.0011981
164,239.637,1.04762,1.64929,0.68272,0.94723,0.62427,0.66477,0.65991,0.37026,0.65274,0.59659,0.61485,0.28982,1.45015,2.47964,0.94165,1.09625,0.00119315,0.00119315,0.00119315
165,241.668,1.21172,2.05071,0.84035,0.97575,0.62427,0.66477,0.65991,0.37026,0.65274,0.59659,0.61485,0.28982,1.45015,2.47964,0.94165,1.09625,0.0011882,0.0011882,0.0011882
166,243.778,1.08758,1.84504,0.76823,0.98517,0.6463,0.63636,0.65928,0.37186,0.69067,0.61364,0.63679,0.28888,1.48897,2.44844,0.90737,1.10683,0.00118325,0.00118325,0.00118325
167,245.684,1.06742,1.77361,0.76571,0.96737,0.6463,0.63636,0.65928,0.37186,0.69067,0.61364,0.63679,0.28888,1.48897,2.44844,0.90737,1.10683,0.0011783,0.0011783,0.0011783
168,247.934,1.11233,1.82234,0.78433,0.95808,0.6931,0.63636,0.66624,0.36375,0.65637,0.63068,0.64149,0.30066,1.5273,2.54944,0.92354,1.13596,0.00117335,0.00117335,0.00117335
169,249.95,1.14184,1.82539,0.7252,0.96194,0.6931,0.63636,0.66624,0.36375,0.65637,0.63068,0.64149,0.30066,1.5273,2.54944,0.92354,1.13596,0.0011684,0.0011684,0.0011684
170,252.231,0.98946,1.6301,0.67204,0.92707,0.66813,0.66477,0.70351,0.39396,0.74331,0.59659,0.681,0.32242,1.487,2.42766,0.89285,1.14268,0.00116345,0.00116345,0.00116345
171,254.45,1.12313,1.7934,0.70293,0.92686,0.66813,0.66477,0.70351,0.39396,0.74331,0.59659,0.681,0.32242,1.487,2.42766,0.89285,1.14268,0.0011585,0.0011585,0.0011585
172,256.559,1.03782,1.6919,0.70816,0.93869,0.6807,0.64199,0.7087,0.38447,0.64158,0.67045,0.67774,0.32474,1.50773,2.45551,0.96552,1.15152,0.00115355,0.00115355,0.00115355
173,258.805,1.08122,1.63533,0.74444,0.93464,0.6807,0.64199,0.7087,0.38447,0.64158,0.67045,0.67774,0.32474,1.50773,2.45551,0.96552,1.15152,0.0011486,0.0011486,0.0011486
174,260.838,1.05085,1.8058,0.80782,0.96369,0.67911,0.64773,0.69579,0.37676,0.67453,0.64766,0.6702,0.3192,1.53302,2.54774,0.92046,1.18141,0.00114365,0.00114365,0.00114365
175,262.714,1.07096,1.72048,0.68112,0.94934,0.67911,0.64773,0.69579,0.37676,0.67453,0.64766,0.6702,0.3192,1.53302,2.54774,0.92046,1.18141,0.0011387,0.0011387,0.0011387
176,264.685,1.04391,1.80821,0.69303,0.94258,0.71408,0.63636,0.68275,0.38285,0.71408,0.63636,0.65442,0.31565,1.53428,2.47396,0.8744,1.13714,0.00113375,0.00113375,0.00113375
177,266.687,1.11195,1.88626,0.76588,0.96526,0.71408,0.63636,0.68275,0.38285,0.71408,0.63636,0.65442,0.31565,1.53428,2.47396,0.8744,1.13714,0.0011288,0.0011288,0.0011288
178,268.61,1.15098,1.9655,0.81194,0.96422,0.64147,0.65909,0.68126,0.37888,0.65573,0.65909,0.64253,0.31603,1.51202,2.51091,0.86793,1.12257,0.00112385,0.00112385,0.00112385
179,270.548,1.07856,1.79913,0.7425,0.93614,0.64147,0.65909,0.68126,0.37888,0.65573,0.65909,0.64253,0.31603,1.51202,2.51091,0.86793,1.12257,0.0011189,0.0011189,0.0011189
180,272.441,1.10987,1.79045,0.74656,0.9379,0.63223,0.71023,0.68069,0.36655,0.60352,0.66477,0.646,0.29636,1.53744,2.73424,0.91926,1.15475,0.00111395,0.00111395,0.00111395
181,274.801,1.15177,1.83312,0.71141,0.94491,0.63223,0.71023,0.68069,0.36655,0.60352,0.66477,0.646,0.29636,1.53744,2.73424,0.91926,1.15475,0.001109,0.001109,0.001109
182,276.693,1.20172,1.98923,0.80121,0.99412,0.61402,0.69886,0.66173,0.3609,0.62717,0.6595,0.63124,0.28574,1.51648,2.69404,0.96245,1.1421,0.00110405,0.00110405,0.00110405
183,278.538,1.1172,1.95757,0.76273,0.96178,0.61402,0.69886,0.66173,0.3609,0.62717,0.6595,0.63124,0.28574,1.51648,2.69404,0.96245,1.1421,0.0010991,0.0010991,0.0010991
184,280.618,1.04078,1.68952,0.6851,0.91105,0.69058,0.63068,0.67432,0.36751,0.68769,0.625,0.6466,0.30268,1.52047,2.54102,0.95969,1.13552,0.00109415,0.00109415,0.00109415
185,282.463,1.12854,1.78521,0.78508,0.95153,0.69058,0.63068,0.67432,0.36751,0.68769,0.625,0.6466,0.30268,1.52047,2.54102,0.95969,1.13552,0.0010892,0.0010892,0.0010892
186,284.26,1.01614,1.73535,0.74851,0.95729,0.67284,0.67774,0.69142,0.38526,0.65997,0.66477,0.66362,0.32291,1.53006,2.5598,0.89442,1.14164,0.00108425,0.00108425,0.00108425
187,286.088,1.09466,1.85565,0.71565,0.93882,0.67284,0.67774,0.69142,0.38526,0.65997,0.66477,0.66362,0.32291,1.53006,2.5598,0.89442,1.14164,0.0010793,0.0010793,0.0010793
188,288.041,1.11975,1.77966,0.71137,0.94834,0.64872,0.68203,0.701,0.38844,0.6301,0.64773,0.66365,0.31455,1.52662,2.68921,0.8682,1.14123,0.00107435,0.00107435,0.00107435
189,289.912,1.04372,1.75707,0.70071,0.9632,0.64872,0.68203,0.701,0.38844,0.6301,0.64773,0.66365,0.31455,1.52662,2.68921,0.8682,1.14123,0.0010694,0.0010694,0.0010694
190,292.271,1.01902,1.77766,0.70574,0.92911,0.69478,0.64668,0.70686,0.3847,0.73723,0.58981,0.66916,0.32025,1.5097,2.5449,0.84887,1.1429,0.00106445,0.00106445,0.00106445
191,294.365,1.07286,1.92308,0.76394,0.96382,0.69478,0.64668,0.70686,0.3847,0.73723,0.58981,0.66916,0.32025,1.5097,2.5449,0.84887,1.1429,0.0010595,0.0010595,0.0010595
192,296.506,1.13183,1.90854,0.76228,0.94826,0.63246,0.70396,0.68376,0.38924,0.65502,0.59337,0.63987,0.31181,1.45653,2.41924,0.85691,1.11536,0.00105455,0.00105455,0.00105455
193,298.693,1.08407,1.73953,0.70832,0.92881,0.63246,0.70396,0.68376,0.38924,0.65502,0.59337,0.63987,0.31181,1.45653,2.41924,0.85691,1.11536,0.0010496,0.0010496,0.0010496
194,300.693,1.00809,1.56581,0.6615,0.93111,0.62079,0.69886,0.65281,0.35395,0.60091,0.65909,0.61427,0.28557,1.47858,2.56335,0.99813,1.11111,0.00104465,0.00104465,0.00104465
195,302.484,1.05174,1.69892,0.71038,0.90617,0.62079,0.69886,0.65281,0.35395,0.60091,0.65909,0.61427,0.28557,1.47858,2.56335,0.99813,1.11111,0.0010397,0.0010397,0.0010397
196,304.518,1.00524,1.59537,0.67021,0.90764,0.6192,0.70218,0.67737,0.36984,0.6954,0.56818,0.63295,0.30313,1.514,2.61893,0.91934,1.13295,0.00103475,0.00103475,0.00103475
197,306.472,1.08538,1.80536,0.77048,0.93704,0.6192,0.70218,0.67737,0.36984,0.6954,0.56818,0.63295,0.30313,1.514,2.61893,0.91934,1.13295,0.0010298,0.0010298,0.0010298
198,308.35,1.028,1.64495,0.70792,0.92592,0.69636,0.65154,0.69118,0.39262,0.70898,0.625,0.6624,0.31308,1.52508,2.57982,0.84588,1.14858,0.00102485,0.00102485,0.00102485
199,310.291,1.09289,1.87787,0.70953,0.95851,0.69636,0.65154,0.69118,0.39262,0.70898,0.625,0.6624,0.31308,1.52508,2.57982,0.84588,1.14858,0.0010199,0.0010199,0.0010199
200,312.356,0.98091,1.67573,0.67348,0.92501,0.6976,0.66847,0.69688,0.39737,0.69318,0.61932,0.65166,0.31875,1.48067,2.52421,0.81785,1.13957,0.00101495,0.00101495,0.00101495
201,314.295,0.96256,1.56793,0.68335,0.92879,0.6976,0.66847,0.69688,0.39737,0.69318,0.61932,0.65166,0.31875,1.48067,2.52421,0.81785,1.13957,0.00101,0.00101,0.00101
202,316.312,1.01526,1.68465,0.68905,0.93189,0.6825,0.65954,0.69842,0.39563,0.65852,0.61364,0.64239,0.30967,1.48273,2.57214,0.83758,1.1316,0.00100505,0.00100505,0.00100505
203,318.205,1.04447,1.69657,0.68885,0.92375,0.6825,0.65954,0.69842,0.39563,0.65852,0.61364,0.64239,0.30967,1.48273,2.57214,0.83758,1.1316,0.0010001,0.0010001,0.0010001
204,320.112,1.03013,1.69668,0.6919,0.93111,0.66614,0.65341,0.69415,0.3958,0.75195,0.57386,0.66225,0.30977,1.51365,2.53477,0.82888,1.14741,0.00099515,0.00099515,0.00099515
205,322.162,1.10585,1.84014,0.70879,0.92171,0.66614,0.65341,0.69415,0.3958,0.75195,0.57386,0.66225,0.30977,1.51365,2.53477,0.82888,1.14741,0.0009902,0.0009902,0.0009902
206,324.101,1.00107,1.66239,0.66702,0.92678,0.6748,0.66477,0.70282,0.39957,0.68617,0.65841,0.66583,0.31002,1.47241,2.4574,0.84718,1.14172,0.00098525,0.00098525,0.00098525
207,325.978,0.99707,1.63723,0.66709,0.90875,0.6748,0.66477,0.70282,0.39957,0.68617,0.65841,0.66583,0.31002,1.47241,2.4574,0.84718,1.14172,0.0009803,0.0009803,0.0009803
208,328,1.03588,1.81642,0.67984,0.92462,0.61836,0.70887,0.68715,0.37378,0.6211,0.63636,0.64792,0.30055,1.48138,2.50135,0.92797,1.13206,0.00097535,0.00097535,0.00097535
209,329.916,1.01672,1.71869,0.76513,0.9375,0.61836,0.70887,0.68715,0.37378,0.6211,0.63636,0.64792,0.30055,1.48138,2.50135,0.92797,1.13206,0.0009704,0.0009704,0.0009704
210,332.038,0.97942,1.61203,0.63936,0.91329,0.62545,0.65909,0.65031,0.34617,0.58139,0.64205,0.59947,0.27603,1.50798,2.58931,1.00054,1.14053,0.00096545,0.00096545,0.00096545
211,333.839,1.05795,1.67516,0.71499,0.92964,0.62545,0.65909,0.65031,0.34617,0.58139,0.64205,0.59947,0.27603,1.50798,2.58931,1.00054,1.14053,0.0009605,0.0009605,0.0009605
212,335.931,1.04615,1.70524,0.68607,0.91605,0.60792,0.71023,0.66289,0.36129,0.58796,0.67045,0.61249,0.26292,1.4761,2.55704,0.95581,1.1268,0.00095555,0.00095555,0.00095555
213,337.763,0.91893,1.50514,0.63278,0.91408,0.60792,0.71023,0.66289,0.36129,0.58796,0.67045,0.61249,0.26292,1.4761,2.55704,0.95581,1.1268,0.0009506,0.0009506,0.0009506
214,339.714,1.00254,1.77089,0.76604,0.93149,0.70993,0.61188,0.66723,0.37188,0.67558,0.58523,0.59824,0.27747,1.45851,2.48673,0.87722,1.12053,0.00094565,0.00094565,0.00094565
215,341.67,1.03407,1.6622,0.66892,0.92934,0.70993,0.61188,0.66723,0.37188,0.67558,0.58523,0.59824,0.27747,1.45851,2.48673,0.87722,1.12053,0.0009407,0.0009407,0.0009407
216,343.605,0.94637,1.53249,0.64634,0.94303,0.64784,0.6585,0.67708,0.38377,0.6524,0.58523,0.62356,0.29132,1.45196,2.51711,0.84213,1.12064,0.00093575,0.00093575,0.00093575
217,345.491,0.99458,1.54781,0.64512,0.9077,0.64784,0.6585,0.67708,0.38377,0.6524,0.58523,0.62356,0.29132,1.45196,2.51711,0.84213,1.12064,0.0009308,0.0009308,0.0009308
218,347.377,0.9823,1.56284,0.64538,0.91857,0.67994,0.61932,0.67421,0.37754,0.58999,0.64205,0.62185,0.28461,1.45332,2.64385,0.84607,1.12817,0.00092585,0.00092585,0.00092585
219,349.429,1.07235,1.78579,0.75676,0.94295,0.67994,0.61932,0.67421,0.37754,0.58999,0.64205,0.62185,0.28461,1.45332,2.64385,0.84607,1.12817,0.0009209,0.0009209,0.0009209
220,351.429,1.02452,1.62975,0.69151,0.91829,0.68679,0.63068,0.66527,0.37366,0.65304,0.57749,0.5965,0.26615,1.44951,2.65074,0.85529,1.12726,0.00091595,0.00091595,0.00091595
221,353.498,0.99248,1.64753,0.68385,0.94374,0.68679,0.63068,0.66527,0.37366,0.65304,0.57749,0.5965,0.26615,1.44951,2.65074,0.85529,1.12726,0.000911,0.000911,0.000911
222,355.44,0.96058,1.53011,0.6199,0.88734,0.7062,0.66922,0.68956,0.39264,0.67038,0.60089,0.6324,0.28714,1.44596,2.53357,0.83983,1.11564,0.00090605,0.00090605,0.00090605
223,357.602,1.00952,1.67587,0.69534,0.9372,0.7062,0.66922,0.68956,0.39264,0.67038,0.60089,0.6324,0.28714,1.44596,2.53357,0.83983,1.11564,0.0009011,0.0009011,0.0009011
224,359.703,1.03579,1.82231,0.71291,0.94736,0.69441,0.6875,0.70695,0.39527,0.72312,0.59091,0.65269,0.29481,1.44577,2.52695,0.84058,1.11559,0.00089615,0.00089615,0.00089615
225,361.538,0.86602,1.33754,0.58542,0.89777,0.69441,0.6875,0.70695,0.39527,0.72312,0.59091,0.65269,0.29481,1.44577,2.52695,0.84058,1.11559,0.0008912,0.0008912,0.0008912
226,363.556,0.93971,1.4801,0.63647,0.90314,0.70393,0.66195,0.69343,0.38834,0.67815,0.62254,0.64843,0.29817,1.48189,2.69865,0.91757,1.13994,0.00088625,0.00088625,0.00088625
227,365.672,0.98402,1.57498,0.67223,0.92985,0.70393,0.66195,0.69343,0.38834,0.67815,0.62254,0.64843,0.29817,1.48189,2.69865,0.91757,1.13994,0.0008813,0.0008813,0.0008813
228,367.585,1.14117,1.82095,0.72239,0.93931,0.69864,0.66477,0.68785,0.38937,0.67801,0.63636,0.63259,0.30587,1.48067,2.71021,0.93609,1.14387,0.00087635,0.00087635,0.00087635
229,369.396,0.95487,1.58633,0.63788,0.92536,0.69864,0.66477,0.68785,0.38937,0.67801,0.63636,0.63259,0.30587,1.48067,2.71021,0.93609,1.14387,0.0008714,0.0008714,0.0008714
230,371.391,1.06259,1.63756,0.64639,0.90547,0.71216,0.63068,0.68109,0.39684,0.72328,0.61364,0.6625,0.3168,1.42696,2.52466,0.86716,1.12404,0.00086645,0.00086645,0.00086645
231,373.241,0.97869,1.59728,0.65397,0.91424,0.71216,0.63068,0.68109,0.39684,0.72328,0.61364,0.6625,0.3168,1.42696,2.52466,0.86716,1.12404,0.0008615,0.0008615,0.0008615
232,375.198,1.02578,1.7011,0.6597,0.92249,0.69683,0.64205,0.68075,0.39015,0.66673,0.62519,0.64633,0.29929,1.43171,2.48381,0.85542,1.12971,0.00085655,0.00085655,0.00085655
233,377.034,0.95507,1.56553,0.63567,0.90928,0.69683,0.64205,0.68075,0.39015,0.66673,0.62519,0.64633,0.29929,1.43171,2.48381,0.85542,1.12971,0.0008516,0.0008516,0.0008516
234,379.028,0.98896,1.7131,0.65675,0.91379,0.64227,0.63247,0.65851,0.36333,0.68709,0.57386,0.61905,0.29348,1.46712,2.54714,0.91315,1.11869,0.00084665,0.00084665,0.00084665
235,380.982,1.04604,1.61904,0.67607,0.96422,0.64227,0.63247,0.65851,0.36333,0.68709,0.57386,0.61905,0.29348,1.46712,2.54714,0.91315,1.11869,0.0008417,0.0008417,0.0008417
236,382.928,1.05769,1.74104,0.68375,0.92127,0.68618,0.63636,0.66853,0.36307,0.68794,0.61376,0.62757,0.28439,1.45117,2.50955,0.93053,1.10652,0.00083675,0.00083675,0.00083675
237,384.665,0.95022,1.50662,0.63486,0.89824,0.68618,0.63636,0.66853,0.36307,0.68794,0.61376,0.62757,0.28439,1.45117,2.50955,0.93053,1.10652,0.0008318,0.0008318,0.0008318
238,386.771,1.03588,1.66902,0.66336,0.92705,0.70478,0.67614,0.70014,0.40594,0.70082,0.67045,0.66888,0.29678,1.39906,2.44925,0.91231,1.10822,0.00082685,0.00082685,0.00082685
239,388.608,0.97726,1.54281,0.64452,0.91128,0.70478,0.67614,0.70014,0.40594,0.70082,0.67045,0.66888,0.29678,1.39906,2.44925,0.91231,1.10822,0.0008219,0.0008219,0.0008219
240,390.487,0.96141,1.55757,0.61052,0.8899,0.67225,0.6875,0.70003,0.39975,0.71361,0.6654,0.67445,0.3179,1.43827,2.5282,0.89658,1.12642,0.00081695,0.00081695,0.00081695
241,392.494,1.08473,1.81844,0.79417,0.94531,0.67225,0.6875,0.70003,0.39975,0.71361,0.6654,0.67445,0.3179,1.43827,2.5282,0.89658,1.12642,0.000812,0.000812,0.000812
242,394.74,0.93804,1.42485,0.6191,0.90122,0.66048,0.71023,0.71128,0.3898,0.71189,0.64581,0.67626,0.32797,1.49115,2.6142,0.85471,1.13817,0.00080705,0.00080705,0.00080705
243,396.67,1.03684,1.65197,0.66891,0.91467,0.66048,0.71023,0.71128,0.3898,0.71189,0.64581,0.67626,0.32797,1.49115,2.6142,0.85471,1.13817,0.0008021,0.0008021,0.0008021
244,398.969,0.97608,1.53649,0.62378,0.89693,0.71275,0.6875,0.70177,0.39623,0.70526,0.64773,0.66912,0.32275,1.48459,2.51606,0.84676,1.13638,0.00079715,0.00079715,0.00079715
245,401.037,0.89315,1.45757,0.58908,0.90182,0.71275,0.6875,0.70177,0.39623,0.70526,0.64773,0.66912,0.32275,1.48459,2.51606,0.84676,1.13638,0.0007922,0.0007922,0.0007922
246,403.105,0.93127,1.5869,0.65659,0.92113,0.72529,0.65341,0.69419,0.40153,0.71299,0.63517,0.6654,0.30967,1.45979,2.47143,0.85462,1.1325,0.00078725,0.00078725,0.00078725
247,405.073,0.86944,1.52495,0.61245,0.93252,0.72529,0.65341,0.69419,0.40153,0.71299,0.63517,0.6654,0.30967,1.45979,2.47143,0.85462,1.1325,0.0007823,0.0007823,0.0007823
248,406.992,1.03558,1.65018,0.62667,0.90043,0.68028,0.66477,0.70117,0.40036,0.70623,0.625,0.66747,0.31092,1.45776,2.48917,0.86012,1.13028,0.00077735,0.00077735,0.00077735
249,409.007,0.91854,1.40101,0.60327,0.90556,0.68028,0.66477,0.70117,0.40036,0.70623,0.625,0.66747,0.31092,1.45776,2.48917,0.86012,1.13028,0.0007724,0.0007724,0.0007724
250,411.236,0.98628,1.53072,0.60476,0.90205,0.64726,0.68811,0.69022,0.37709,0.69177,0.61932,0.64827,0.30004,1.47729,2.4915,0.88299,1.13321,0.00076745,0.00076745,0.00076745
251,413.262,1.00117,1.66314,0.6493,0.91779,0.64726,0.68811,0.69022,0.37709,0.69177,0.61932,0.64827,0.30004,1.47729,2.4915,0.88299,1.13321,0.0007625,0.0007625,0.0007625
252,415.146,0.92082,1.45061,0.6478,0.91298,0.69461,0.63068,0.66432,0.36876,0.70087,0.63636,0.63782,0.29035,1.4694,2.50452,0.89776,1.12955,0.00075755,0.00075755,0.00075755
253,417,0.99449,1.61928,0.6364,0.90544,0.69461,0.63068,0.66432,0.36876,0.70087,0.63636,0.63782,0.29035,1.4694,2.50452,0.89776,1.12955,0.0007526,0.0007526,0.0007526
254,419.025,0.96765,1.58015,0.64256,0.91315,0.67195,0.59356,0.63722,0.35985,0.63071,0.61364,0.60045,0.27756,1.44575,2.48633,0.90673,1.12273,0.00074765,0.00074765,0.00074765
255,420.92,0.966,1.56712,0.61752,0.89753,0.67195,0.59356,0.63722,0.35985,0.63071,0.61364,0.60045,0.27756,1.44575,2.48633,0.90673,1.12273,0.0007427,0.0007427,0.0007427
256,422.872,0.97353,1.56673,0.63213,0.91897,0.65421,0.64773,0.65366,0.37069,0.63079,0.625,0.60513,0.29233,1.43464,2.53935,0.89728,1.12725,0.00073775,0.00073775,0.00073775
257,424.89,0.88717,1.36913,0.574,0.88311,0.65421,0.64773,0.65366,0.37069,0.63079,0.625,0.60513,0.29233,1.43464,2.53935,0.89728,1.12725,0.0007328,0.0007328,0.0007328
258,426.842,0.92785,1.55386,0.60949,0.90405,0.68657,0.60987,0.68636,0.39208,0.6725,0.59091,0.64886,0.31115,1.44097,2.53583,0.85448,1.13536,0.00072785,0.00072785,0.00072785
259,428.926,0.89132,1.43461,0.58584,0.90036,0.68657,0.60987,0.68636,0.39208,0.6725,0.59091,0.64886,0.31115,1.44097,2.53583,0.85448,1.13536,0.0007229,0.0007229,0.0007229
260,431.045,0.94622,1.53082,0.60027,0.89392,0.67135,0.64773,0.69248,0.39689,0.69368,0.61762,0.65678,0.32142,1.44133,2.49691,0.85715,1.12104,0.00071795,0.00071795,0.00071795
261,432.947,0.83866,1.38514,0.60242,0.88729,0.67135,0.64773,0.69248,0.39689,0.69368,0.61762,0.65678,0.32142,1.44133,2.49691,0.85715,1.12104,0.000713,0.000713,0.000713
262,434.881,0.99865,1.56789,0.611,0.91521,0.67587,0.63068,0.68688,0.39393,0.73822,0.57955,0.65647,0.31337,1.44269,2.49149,0.86929,1.11975,0.00070805,0.00070805,0.00070805
263,436.8,1.03491,1.52252,0.64885,0.91932,0.67587,0.63068,0.68688,0.39393,0.73822,0.57955,0.65647,0.31337,1.44269,2.49149,0.86929,1.11975,0.0007031,0.0007031,0.0007031
264,438.935,0.91491,1.46475,0.6185,0.90836,0.72579,0.57386,0.64497,0.36874,0.71762,0.57386,0.62811,0.27661,1.49886,2.52929,0.89334,1.13746,0.00069815,0.00069815,0.00069815
265,441.003,0.94514,1.43953,0.59524,0.88908,0.72579,0.57386,0.64497,0.36874,0.71762,0.57386,0.62811,0.27661,1.49886,2.52929,0.89334,1.13746,0.0006932,0.0006932,0.0006932
266,443.038,0.9442,1.53768,0.59364,0.88911,0.65155,0.6056,0.60978,0.34552,0.6612,0.56552,0.58198,0.25204,1.48339,2.53594,0.9256,1.12739,0.00068825,0.00068825,0.00068825
267,444.99,0.89151,1.45393,0.59042,0.89136,0.65155,0.6056,0.60978,0.34552,0.6612,0.56552,0.58198,0.25204,1.48339,2.53594,0.9256,1.12739,0.0006833,0.0006833,0.0006833
268,446.891,0.87107,1.41335,0.59138,0.88933,0.58872,0.72727,0.62561,0.3575,0.6846,0.58523,0.59167,0.2789,1.46281,2.51359,0.88233,1.12698,0.00067835,0.00067835,0.00067835
269,448.81,0.88077,1.36299,0.5564,0.88617,0.58872,0.72727,0.62561,0.3575,0.6846,0.58523,0.59167,0.2789,1.46281,2.51359,0.88233,1.12698,0.0006734,0.0006734,0.0006734
270,450.978,0.91736,1.43664,0.57848,0.88848,0.64662,0.6875,0.65444,0.38248,0.68606,0.60227,0.61017,0.29439,1.4368,2.5434,0.83959,1.12461,0.00066845,0.00066845,0.00066845
