epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,16.7204,1.49088,1.64401,1.24127,0.01667,0.14205,0.04641,0.03142,1.42107,3.01315,1.1081,0.000505251,0.000505251,0.000505251
15,17.7204,1.56357,1.64495,1.26674,0.01667,0.14205,0.03633,0.02391,1.48992,2.955,1.13381,0.000539806,0.000539806,0.000539806
16,18.7048,1.51606,1.53424,1.18573,0.01267,0.10795,0.03968,0.02756,1.50797,2.93511,1.14608,0.000573965,0.000573965,0.000573965
17,20.0017,1.49339,1.60337,1.21344,0.01333,0.11364,0.04415,0.02462,1.41021,2.97134,1.11388,0.000607728,0.000607728,0.000607728
18,21.2204,1.57164,1.55004,1.23057,0.01333,0.11364,0.0444,0.02931,1.35329,3.01805,1.09272,0.000641095,0.000641095,0.000641095
19,22.3298,1.50124,1.4488,1.20306,0.014,0.11932,0.06203,0.04169,1.40041,3.04803,1.11606,0.000674066,0.000674066,0.000674066
20,23.4236,1.49075,1.44973,1.18414,0.01733,0.14773,0.08363,0.05204,1.43784,3.03723,1.13914,0.000706641,0.000706641,0.000706641
21,24.5486,1.39915,1.39805,1.15034,0.02467,0.21023,0.13969,0.08899,1.43935,2.9467,1.14035,0.00073882,0.00073882,0.00073882
22,25.6111,1.58889,1.49485,1.23901,0.03267,0.27841,0.20967,0.1352,1.45501,2.83552,1.14371,0.000770603,0.000770603,0.000770603
23,26.5643,1.43558,1.44991,1.22762,0.044,0.375,0.27536,0.1729,1.46795,2.74352,1.13183,0.00080199,0.00080199,0.00080199
24,27.6892,1.58764,1.45066,1.24171,0.05467,0.46591,0.3231,0.19967,1.47953,2.63835,1.13552,0.000832981,0.000832981,0.000832981
25,28.8924,1.63198,1.41149,1.21374,0.06533,0.55682,0.37572,0.22794,1.50052,2.57684,1.16207,0.000863576,0.000863576,0.000863576
26,29.908,1.49197,1.41988,1.18945,0.068,0.57955,0.40793,0.24028,1.50548,2.5888,1.15139,0.000893775,0.000893775,0.000893775
27,31.283,1.61768,1.37545,1.18579,0.06667,0.56818,0.40065,0.22671,1.49573,2.61825,1.13123,0.000923578,0.000923578,0.000923578
28,32.2517,1.42307,1.44088,1.16366,0.06667,0.56818,0.40065,0.22671,1.49573,2.61825,1.13123,0.000952985,0.000952985,0.000952985
29,33.5028,1.44753,1.35532,1.17012,1,0.10584,0.33461,0.19235,1.5036,2.6391,1.14364,0.000981996,0.000981996,0.000981996
30,34.7528,1.6151,1.51601,1.25529,0.92913,0.13636,0.325,0.19852,1.51918,2.63756,1.16313,0.00101061,0.00101061,0.00101061
31,36.1434,1.36376,1.38504,1.19576,0.92913,0.13636,0.325,0.19852,1.51918,2.63756,1.16313,0.00103883,0.00103883,0.00103883
32,37.409,1.4702,1.31743,1.1825,1,0.13052,0.36243,0.21917,1.48536,2.54949,1.15125,0.00106665,0.00106665,0.00106665
33,38.6434,1.37957,1.33921,1.16306,0.9431,0.18837,0.43359,0.25517,1.47585,2.30494,1.17449,0.00109408,0.00109408,0.00109408
34,39.9091,1.49812,1.35202,1.1945,0.9431,0.18837,0.43359,0.25517,1.47585,2.30494,1.17449,0.00112111,0.00112111,0.00112111
35,40.9559,1.37168,1.26112,1.13172,0.89869,0.25568,0.43334,0.26107,1.46319,2.32815,1.16596,0.00114775,0.00114775,0.00114775
36,42.0341,1.40487,1.26562,1.12489,0.94993,0.21561,0.46396,0.26141,1.50721,2.33335,1.1704,0.00117399,0.00117399,0.00117399
37,43.2216,1.40036,1.22131,1.10675,0.94993,0.21561,0.46396,0.26141,1.50721,2.33335,1.1704,0.00119983,0.00119983,0.00119983
38,44.3934,1.37765,1.23951,1.13413,0.86932,0.25,0.44452,0.24733,1.55134,2.29327,1.18191,0.00122528,0.00122528,0.00122528
39,45.5184,1.45162,1.31544,1.16067,0.80563,0.23553,0.44268,0.24072,1.52214,2.28061,1.16914,0.00125033,0.00125033,0.00125033
40,46.8622,1.49566,1.22213,1.14609,0.80563,0.23553,0.44268,0.24072,1.52214,2.28061,1.16914,0.00127498,0.00127498,0.00127498
41,48.1903,1.34975,1.20233,1.10461,0.92042,0.19719,0.37758,0.21674,1.50904,2.4262,1.17078,0.00129924,0.00129924,0.00129924
42,49.4559,1.24418,1.16671,1.11864,0.79558,0.17693,0.33493,0.1886,1.53645,2.4429,1.18512,0.0013231,0.0013231,0.0013231
43,50.4403,1.38423,1.23776,1.11882,0.79558,0.17693,0.33493,0.1886,1.53645,2.4429,1.18512,0.00134657,0.00134657,0.00134657
44,51.5653,1.41308,1.23315,1.13762,0.67487,0.31844,0.43167,0.23666,1.53284,2.13313,1.18786,0.00136964,0.00136964,0.00136964
45,52.6278,1.34592,1.30116,1.15033,0.67487,0.31844,0.43167,0.23666,1.53284,2.13313,1.18786,0.00139232,0.00139232,0.00139232
46,54.0028,1.48349,1.39333,1.16462,0.71758,0.46591,0.55694,0.3199,1.50569,1.71567,1.19042,0.0014146,0.0014146,0.0014146
47,55.1122,1.31798,1.17096,1.11575,0.71758,0.46591,0.55694,0.3199,1.50569,1.71567,1.19042,0.00143648,0.00143648,0.00143648
48,56.3934,1.4381,1.40708,1.21,0.78636,0.41829,0.55669,0.32828,1.47798,1.81298,1.1766,0.00145797,0.00145797,0.00145797
49,57.6903,1.37002,1.19619,1.12288,0.78636,0.41829,0.55669,0.32828,1.47798,1.81298,1.1766,0.00147906,0.00147906,0.00147906
50,58.7997,1.39072,1.18241,1.1278,0.71938,0.36932,0.49151,0.2847,1.47122,2.01723,1.15642,0.00149975,0.00149975,0.00149975
51,59.9091,1.30674,1.15353,1.10032,0.71938,0.36932,0.49151,0.2847,1.47122,2.01723,1.15642,0.001505,0.001505,0.001505
52,61.1434,1.36272,1.22754,1.15548,0.65149,0.46735,0.54173,0.32731,1.42122,1.68527,1.14274,0.0014951,0.0014951,0.0014951
53,62.1433,1.28992,1.19882,1.11385,0.65149,0.46735,0.54173,0.32731,1.42122,1.68527,1.14274,0.0014852,0.0014852,0.0014852
54,63.3934,1.38757,1.13984,1.1092,0.62748,0.54545,0.58584,0.34838,1.38733,1.3865,1.15829,0.0014753,0.0014753,0.0014753
55,64.5341,1.36623,1.18238,1.13444,0.62748,0.54545,0.58584,0.34838,1.38733,1.3865,1.15829,0.0014654,0.0014654,0.0014654
56,65.7528,1.2134,1.08225,1.07387,0.56869,0.52273,0.55351,0.31081,1.46104,1.46497,1.16885,0.0014555,0.0014555,0.0014555
57,66.9403,1.39597,1.15784,1.11536,0.56869,0.52273,0.55351,0.31081,1.46104,1.46497,1.16885,0.0014456,0.0014456,0.0014456
58,68.3002,1.25612,1.1102,1.08104,0.66484,0.53409,0.61634,0.35224,1.45313,1.4459,1.16912,0.0014357,0.0014357,0.0014357
59,69.2221,1.23256,1.07381,1.06963,0.66484,0.53409,0.61634,0.35224,1.45313,1.4459,1.16912,0.0014258,0.0014258,0.0014258
60,70.1908,1.33571,1.13237,1.09867,0.71734,0.55682,0.61183,0.34984,1.41502,1.51768,1.1592,0.0014159,0.0014159,0.0014159
61,71.1757,1.266,1.03499,1.04347,0.71734,0.55682,0.61183,0.34984,1.41502,1.51768,1.1592,0.001406,0.001406,0.001406
62,72.3476,1.36584,1.11235,1.11461,0.61585,0.60118,0.59885,0.33704,1.41059,1.21712,1.17732,0.0013961,0.0013961,0.0013961
63,73.4888,1.29,1.0523,1.06689,0.61585,0.60118,0.59885,0.33704,1.41059,1.21712,1.17732,0.0013862,0.0013862,0.0013862
64,74.5044,1.32654,1.07828,1.09426,0.64358,0.58479,0.59893,0.33857,1.4283,1.21087,1.17953,0.0013763,0.0013763,0.0013763
65,75.5981,1.34274,1.15253,1.11405,0.64358,0.58479,0.59893,0.33857,1.4283,1.21087,1.17953,0.0013664,0.0013664,0.0013664
66,76.2488,1.29945,1.03285,1.0776,0.61899,0.625,0.65043,0.38126,1.40243,1.17298,1.16597,0.0013565,0.0013565,0.0013565
67,76.8108,1.28661,1.02833,1.0591,0.61899,0.625,0.65043,0.38126,1.40243,1.17298,1.16597,0.0013466,0.0013466,0.0013466
68,77.4098,1.39499,1.14611,1.12359,0.59443,0.58295,0.61048,0.34283,1.45977,1.31821,1.1792,0.0013367,0.0013367,0.0013367
69,77.9801,1.26207,1.04304,1.07968,0.59443,0.58295,0.61048,0.34283,1.45977,1.31821,1.1792,0.0013268,0.0013268,0.0013268
70,78.5952,1.23823,1.04141,1.07591,0.68919,0.49136,0.59321,0.33184,1.4311,1.41202,1.14948,0.0013169,0.0013169,0.0013169
71,79.1456,1.19081,1.05523,1.0795,0.68919,0.49136,0.59321,0.33184,1.4311,1.41202,1.14948,0.001307,0.001307,0.001307
72,79.715,1.29833,1.1295,1.10819,0.63718,0.5,0.57783,0.33789,1.40555,1.4725,1.1399,0.0012971,0.0012971,0.0012971
73,80.2799,1.30387,1.12254,1.05052,0.63718,0.5,0.57783,0.33789,1.40555,1.4725,1.1399,0.0012872,0.0012872,0.0012872
74,80.8799,1.26068,1.09953,1.0981,0.62203,0.5704,0.63542,0.3715,1.42508,1.20811,1.15992,0.0012773,0.0012773,0.0012773
75,81.6541,1.25942,1.05233,1.07772,0.62203,0.5704,0.63542,0.3715,1.42508,1.20811,1.15992,0.0012674,0.0012674,0.0012674
76,82.6077,1.30427,1.05536,1.07965,0.65247,0.63068,0.6563,0.3838,1.40899,1.13731,1.17675,0.0012575,0.0012575,0.0012575
77,83.6858,1.36537,1.08468,1.097,0.65247,0.63068,0.6563,0.3838,1.40899,1.13731,1.17675,0.0012476,0.0012476,0.0012476
78,84.8421,1.18081,1.01602,1.04871,0.58349,0.57386,0.62204,0.37105,1.41079,1.23877,1.14648,0.0012377,0.0012377,0.0012377
79,85.7015,1.13193,0.98844,1.04377,0.58349,0.57386,0.62204,0.37105,1.41079,1.23877,1.14648,0.0012278,0.0012278,0.0012278
80,86.639,1.21321,1.18323,1.11116,0.62939,0.39563,0.47713,0.27308,1.51879,1.67817,1.19454,0.0012179,0.0012179,0.0012179
81,87.7591,1.1631,0.9386,1.02866,0.62939,0.39563,0.47713,0.27308,1.51879,1.67817,1.19454,0.001208,0.001208,0.001208
82,88.3545,1.20391,0.95603,1.05359,0.56983,0.43182,0.51379,0.29763,1.43549,1.52943,1.17301,0.0011981,0.0011981,0.0011981
83,88.9204,1.1461,0.91322,1.01897,0.56983,0.43182,0.51379,0.29763,1.43549,1.52943,1.17301,0.0011882,0.0011882,0.0011882
84,89.5245,1.25544,1.0293,1.07626,0.6006,0.57245,0.58677,0.32961,1.43939,1.29199,1.15709,0.0011783,0.0011783,0.0011783
85,90.0541,1.14945,0.95903,1.03819,0.6006,0.57245,0.58677,0.32961,1.43939,1.29199,1.15709,0.0011684,0.0011684,0.0011684
86,90.6754,1.17263,0.95497,1.04043,0.6275,0.5743,0.624,0.35201,1.42079,1.18691,1.16595,0.0011585,0.0011585,0.0011585
87,91.3881,1.31789,1.04551,1.08561,0.6275,0.5743,0.624,0.35201,1.42079,1.18691,1.16595,0.0011486,0.0011486,0.0011486
88,91.978,1.22359,0.96456,1.04834,0.68724,0.60227,0.65051,0.37169,1.37601,1.1676,1.13148,0.0011387,0.0011387,0.0011387
89,92.5602,1.2758,1.0058,1.03236,0.68724,0.60227,0.65051,0.37169,1.37601,1.1676,1.13148,0.0011288,0.0011288,0.0011288
90,93.1627,1.24843,1.02667,1.05556,0.68465,0.63068,0.66816,0.3814,1.37474,1.14999,1.1361,0.0011189,0.0011189,0.0011189
91,93.7135,1.2786,1.00469,1.06904,0.68465,0.63068,0.66816,0.3814,1.37474,1.14999,1.1361,0.001109,0.001109,0.001109
92,94.2748,1.11585,0.94587,1.01777,0.63886,0.60795,0.65754,0.38312,1.431,1.10909,1.1769,0.0010991,0.0010991,0.0010991
93,94.8251,1.14289,0.93363,1.02422,0.63886,0.60795,0.65754,0.38312,1.431,1.10909,1.1769,0.0010892,0.0010892,0.0010892
94,95.3942,1.17451,1.03019,1.08458,0.66849,0.59091,0.65898,0.3784,1.45941,1.14826,1.18207,0.0010793,0.0010793,0.0010793
95,95.9314,1.1816,0.91167,1.02963,0.66849,0.59091,0.65898,0.3784,1.45941,1.14826,1.18207,0.0010694,0.0010694,0.0010694
96,96.5458,1.09833,0.89166,1.00956,0.6919,0.57418,0.65543,0.37531,1.43204,1.2272,1.16438,0.0010595,0.0010595,0.0010595
97,97.0986,1.11236,0.89892,1.05825,0.6919,0.57418,0.65543,0.37531,1.43204,1.2272,1.16438,0.0010496,0.0010496,0.0010496
98,97.6825,1.10176,0.90322,1.04533,0.68814,0.5625,0.64039,0.37277,1.41143,1.24323,1.15611,0.0010397,0.0010397,0.0010397
99,98.247,1.13768,0.8716,1.01699,0.68814,0.5625,0.64039,0.37277,1.41143,1.24323,1.15611,0.0010298,0.0010298,0.0010298
100,98.8165,1.1587,0.92196,1.03956,0.65262,0.59778,0.65469,0.37981,1.45402,1.14586,1.17375,0.0010199,0.0010199,0.0010199
101,99.3665,1.20592,0.94956,1.03493,0.65262,0.59778,0.65469,0.37981,1.45402,1.14586,1.17375,0.00101,0.00101,0.00101
102,99.9301,1.1484,0.90499,0.99994,0.72172,0.60795,0.67168,0.39291,1.45638,1.07421,1.16935,0.0010001,0.0010001,0.0010001
103,100.519,1.14467,0.90732,1.03405,0.72172,0.60795,0.67168,0.39291,1.45638,1.07421,1.16935,0.0009902,0.0009902,0.0009902
104,101.112,1.16222,0.89073,0.99558,0.70231,0.61661,0.6522,0.38865,1.41176,1.10294,1.14667,0.0009803,0.0009803,0.0009803
105,101.653,1.13905,1.00173,1.04051,0.70231,0.61661,0.6522,0.38865,1.41176,1.10294,1.14667,0.0009704,0.0009704,0.0009704
106,102.214,1.11842,0.95114,1.00427,0.67506,0.60227,0.655,0.38679,1.42783,1.10258,1.1645,0.0009605,0.0009605,0.0009605
107,102.734,1.16768,0.92542,1.03149,0.67506,0.60227,0.655,0.38679,1.42783,1.10258,1.1645,0.0009506,0.0009506,0.0009506
108,103.301,1.14023,0.91315,1.03139,0.68928,0.54199,0.62192,0.36364,1.46103,1.32674,1.18768,0.0009407,0.0009407,0.0009407
109,103.885,1.00466,0.83294,0.98805,0.68928,0.54199,0.62192,0.36364,1.46103,1.32674,1.18768,0.0009308,0.0009308,0.0009308
110,104.516,1.12852,0.87902,0.99478,0.65863,0.53409,0.62848,0.36337,1.43881,1.36808,1.16409,0.0009209,0.0009209,0.0009209
111,105.07,1.15442,0.92311,1.01545,0.65863,0.53409,0.62848,0.36337,1.43881,1.36808,1.16409,0.000911,0.000911,0.000911
112,105.67,1.19406,0.92329,1.03508,0.69025,0.59091,0.65753,0.394,1.41519,1.16761,1.17602,0.0009011,0.0009011,0.0009011
113,106.225,1.09775,0.89817,1.01525,0.69025,0.59091,0.65753,0.394,1.41519,1.16761,1.17602,0.0008912,0.0008912,0.0008912
114,106.774,1.20767,1.04605,1.10137,0.6985,0.60227,0.65111,0.38101,1.40587,1.14963,1.15586,0.0008813,0.0008813,0.0008813
115,107.338,1.11658,0.90003,0.99227,0.6985,0.60227,0.65111,0.38101,1.40587,1.14963,1.15586,0.0008714,0.0008714,0.0008714
116,107.902,1.16214,0.93136,1.00681,0.68347,0.61932,0.64328,0.37616,1.41306,1.11047,1.16471,0.0008615,0.0008615,0.0008615
117,108.452,1.14924,0.95551,1.05883,0.68347,0.61932,0.64328,0.37616,1.41306,1.11047,1.16471,0.0008516,0.0008516,0.0008516
118,109.04,1.08639,0.87674,0.9922,0.71027,0.61932,0.64693,0.37497,1.41839,1.17698,1.15231,0.0008417,0.0008417,0.0008417
119,109.604,1.10949,0.87448,0.98973,0.71027,0.61932,0.64693,0.37497,1.41839,1.17698,1.15231,0.0008318,0.0008318,0.0008318
120,110.171,1.09079,0.84876,0.99502,0.66108,0.59659,0.61751,0.35775,1.42434,1.18393,1.13622,0.0008219,0.0008219,0.0008219
121,110.741,1.19732,0.85819,1.02124,0.66108,0.59659,0.61751,0.35775,1.42434,1.18393,1.13622,0.000812,0.000812,0.000812
122,111.326,1.0547,0.8789,1.02522,0.62451,0.63636,0.63941,0.3782,1.40349,1.13594,1.13234,0.0008021,0.0008021,0.0008021
123,111.891,1.12968,0.81265,0.98562,0.62451,0.63636,0.63941,0.3782,1.40349,1.13594,1.13234,0.0007922,0.0007922,0.0007922
124,112.495,1.07502,0.80802,0.98917,0.61429,0.625,0.64498,0.38318,1.37994,1.1075,1.13177,0.0007823,0.0007823,0.0007823
125,113.049,1.01184,0.83082,0.99088,0.61429,0.625,0.64498,0.38318,1.37994,1.1075,1.13177,0.0007724,0.0007724,0.0007724
126,113.611,1.07678,0.82845,0.98573,0.64081,0.57778,0.63814,0.36773,1.43577,1.13429,1.17667,0.0007625,0.0007625,0.0007625
127,114.16,1.08942,0.81882,0.97804,0.64081,0.57778,0.63814,0.36773,1.43577,1.13429,1.17667,0.0007526,0.0007526,0.0007526
128,114.733,1.06597,0.79951,1.00263,0.65272,0.57955,0.62671,0.3644,1.41811,1.19485,1.15558,0.0007427,0.0007427,0.0007427
129,115.296,1.26708,0.91698,1.01722,0.65272,0.57955,0.62671,0.3644,1.41811,1.19485,1.15558,0.0007328,0.0007328,0.0007328
130,115.881,1.16644,0.87916,1.02841,0.60333,0.61358,0.62956,0.38489,1.36869,1.18153,1.11691,0.0007229,0.0007229,0.0007229
131,116.482,1.11663,0.83842,1.01347,0.60333,0.61358,0.62956,0.38489,1.36869,1.18153,1.11691,0.000713,0.000713,0.000713
132,117.044,1.11762,0.85343,0.99646,0.68425,0.57386,0.63868,0.39328,1.39007,1.15184,1.12568,0.0007031,0.0007031,0.0007031
133,117.6,1.08561,0.81725,0.97559,0.68425,0.57386,0.63868,0.39328,1.39007,1.15184,1.12568,0.0006932,0.0006932,0.0006932
134,118.177,1.08717,0.83371,1.01603,0.71402,0.60795,0.69286,0.40161,1.38235,1.08156,1.13409,0.0006833,0.0006833,0.0006833
135,118.747,0.99486,0.76825,0.95445,0.71402,0.60795,0.69286,0.40161,1.38235,1.08156,1.13409,0.0006734,0.0006734,0.0006734
136,119.331,1.00701,0.77,0.96374,0.65012,0.66513,0.67593,0.39341,1.36305,1.06954,1.14079,0.0006635,0.0006635,0.0006635
137,119.879,1.16828,0.87912,1.0139,0.65012,0.66513,0.67593,0.39341,1.36305,1.06954,1.14079,0.0006536,0.0006536,0.0006536
138,120.482,1.09027,0.81988,0.99767,0.64891,0.6511,0.652,0.37999,1.3583,1.11264,1.1211,0.0006437,0.0006437,0.0006437
139,121.019,1.04532,0.80763,0.99871,0.64891,0.6511,0.652,0.37999,1.3583,1.11264,1.1211,0.0006338,0.0006338,0.0006338
140,121.585,1.04605,0.78022,0.98706,0.62957,0.57955,0.61807,0.35676,1.40329,1.22377,1.1266,0.0006239,0.0006239,0.0006239
141,122.132,1.09139,0.83256,0.99298,0.62957,0.57955,0.61807,0.35676,1.40329,1.22377,1.1266,0.000614,0.000614,0.000614
142,122.684,1.13898,0.83098,0.98632,0.6078,0.52831,0.55918,0.31899,1.46627,1.34682,1.14507,0.0006041,0.0006041,0.0006041
143,123.238,1.0554,0.81672,0.98597,0.6078,0.52831,0.55918,0.31899,1.46627,1.34682,1.14507,0.0005942,0.0005942,0.0005942
144,123.802,1.15655,0.81749,1.00083,0.58145,0.53674,0.56409,0.31825,1.45838,1.38282,1.13728,0.0005843,0.0005843,0.0005843
145,124.352,1.08243,0.81218,0.9742,0.58145,0.53674,0.56409,0.31825,1.45838,1.38282,1.13728,0.0005744,0.0005744,0.0005744
146,124.902,1.03094,0.7896,0.9844,0.66521,0.55114,0.60792,0.34652,1.40399,1.2375,1.12062,0.0005645,0.0005645,0.0005645
147,125.507,1.07704,0.79491,0.96489,0.66521,0.55114,0.60792,0.34652,1.40399,1.2375,1.12062,0.0005546,0.0005546,0.0005546
148,126.101,0.99018,0.74739,0.96883,0.663,0.63068,0.6514,0.37842,1.36934,1.0759,1.1436,0.0005447,0.0005447,0.0005447
149,126.657,1.00839,0.76474,0.95952,0.663,0.63068,0.6514,0.37842,1.36934,1.0759,1.1436,0.0005348,0.0005348,0.0005348
150,127.255,1.05254,0.773,0.95856,0.65592,0.65909,0.66282,0.39654,1.34086,1.03927,1.14502,0.0005249,0.0005249,0.0005249
151,127.82,0.961,0.72638,0.94172,0.65592,0.65909,0.66282,0.39654,1.34086,1.03927,1.14502,0.000515,0.000515,0.000515
152,128.386,1.04109,0.76783,0.96286,0.6248,0.69318,0.67986,0.40854,1.3319,1.03567,1.13939,0.0005051,0.0005051,0.0005051
153,128.943,1.02415,0.76859,0.97607,0.6248,0.69318,0.67986,0.40854,1.3319,1.03567,1.13939,0.0004952,0.0004952,0.0004952
154,129.559,0.97125,0.73742,0.94666,0.6283,0.68182,0.67362,0.3988,1.36833,1.04635,1.14823,0.0004853,0.0004853,0.0004853
155,130.122,0.99838,0.77176,0.98084,0.6283,0.68182,0.67362,0.3988,1.36833,1.04635,1.14823,0.0004754,0.0004754,0.0004754
156,130.71,1.09403,0.78091,0.9812,0.65201,0.64939,0.66702,0.39899,1.38597,1.07107,1.14003,0.0004655,0.0004655,0.0004655
157,131.256,1.03408,0.74795,0.96076,0.65201,0.64939,0.66702,0.39899,1.38597,1.07107,1.14003,0.0004556,0.0004556,0.0004556
158,131.84,0.98782,0.7403,0.95916,0.64206,0.66248,0.66628,0.39301,1.3849,1.08103,1.13255,0.0004457,0.0004457,0.0004457
159,132.395,0.96498,0.71249,0.94251,0.64206,0.66248,0.66628,0.39301,1.3849,1.08103,1.13255,0.0004358,0.0004358,0.0004358
160,132.981,1.00441,0.73829,0.96123,0.65572,0.625,0.67445,0.39836,1.37397,1.07223,1.13293,0.0004259,0.0004259,0.0004259
161,133.563,1.03895,0.74943,0.97913,0.65572,0.625,0.67445,0.39836,1.37397,1.07223,1.13293,0.000416,0.000416,0.000416
162,134.145,0.99937,0.73872,0.97415,0.6746,0.61254,0.66561,0.39357,1.353,1.07673,1.13001,0.0004061,0.0004061,0.0004061
163,134.713,1.02451,0.76008,0.97658,0.6746,0.61254,0.66561,0.39357,1.353,1.07673,1.13001,0.0003962,0.0003962,0.0003962
164,135.282,0.94855,0.68484,0.95426,0.67063,0.61364,0.65713,0.3906,1.35338,1.07642,1.13783,0.0003863,0.0003863,0.0003863
165,135.831,1.08512,0.78509,0.98804,0.67063,0.61364,0.65713,0.3906,1.35338,1.07642,1.13783,0.0003764,0.0003764,0.0003764
166,136.411,0.96318,0.74119,0.97384,0.66535,0.61004,0.66185,0.38854,1.35724,1.07716,1.13963,0.0003665,0.0003665,0.0003665
167,136.965,0.97554,0.73235,0.97005,0.66535,0.61004,0.66185,0.38854,1.35724,1.07716,1.13963,0.0003566,0.0003566,0.0003566
168,137.545,1.00194,0.74018,0.94971,0.65747,0.65436,0.66624,0.3974,1.37663,1.07461,1.14492,0.0003467,0.0003467,0.0003467
169,138.083,0.99126,0.72464,0.9585,0.65747,0.65436,0.66624,0.3974,1.37663,1.07461,1.14492,0.0003368,0.0003368,0.0003368
170,138.661,0.89871,0.67401,0.9385,0.65224,0.67137,0.67599,0.40349,1.37918,1.05358,1.14693,0.0003269,0.0003269,0.0003269
171,139.227,1.0225,0.70517,0.94285,0.65224,0.67137,0.67599,0.40349,1.37918,1.05358,1.14693,0.000317,0.000317,0.000317
172,139.785,0.96264,0.68848,0.95024,0.67653,0.66548,0.68769,0.41345,1.36594,1.04383,1.13909,0.0003071,0.0003071,0.0003071
173,140.335,0.93045,0.6892,0.92066,0.67653,0.66548,0.68769,0.41345,1.36594,1.04383,1.13909,0.0002972,0.0002972,0.0002972
174,140.899,0.96342,0.72878,0.96474,0.69873,0.64773,0.68704,0.41055,1.353,1.04394,1.12567,0.0002873,0.0002873,0.0002873
175,141.482,0.94684,0.68621,0.95229,0.69873,0.64773,0.68704,0.41055,1.353,1.04394,1.12567,0.0002774,0.0002774,0.0002774
176,142.067,0.93187,0.69428,0.94734,0.67921,0.63636,0.68562,0.4073,1.34366,1.03814,1.11905,0.0002675,0.0002675,0.0002675
177,142.647,0.95826,0.72128,0.95581,0.67921,0.63636,0.68562,0.4073,1.34366,1.03814,1.11905,0.0002576,0.0002576,0.0002576
178,143.2,1.01241,0.77393,0.97308,0.70387,0.63475,0.68463,0.4072,1.34832,1.03966,1.12122,0.0002477,0.0002477,0.0002477
179,143.768,0.98486,0.7114,0.95556,0.70387,0.63475,0.68463,0.4072,1.34832,1.03966,1.12122,0.0002378,0.0002378,0.0002378
180,144.337,0.97083,0.70326,0.95054,0.71342,0.625,0.68072,0.40368,1.35065,1.04436,1.12451,0.0002279,0.0002279,0.0002279
181,144.884,0.99141,0.70055,0.94034,0.71342,0.625,0.68072,0.40368,1.35065,1.04436,1.12451,0.000218,0.000218,0.000218
182,145.484,0.98796,0.75052,0.96729,0.68346,0.62567,0.67361,0.40308,1.35133,1.06252,1.12466,0.0002081,0.0002081,0.0002081
183,146.054,0.97772,0.73569,0.97397,0.68346,0.62567,0.67361,0.40308,1.35133,1.06252,1.12466,0.0001982,0.0001982,0.0001982
184,146.651,0.94066,0.68277,0.93463,0.6949,0.5953,0.65611,0.3912,1.35808,1.07088,1.13205,0.0001883,0.0001883,0.0001883
185,147.202,0.99904,0.75268,0.95885,0.6949,0.5953,0.65611,0.3912,1.35808,1.07088,1.13205,0.0001784,0.0001784,0.0001784
186,147.77,0.91885,0.71361,0.95329,0.69188,0.58523,0.64849,0.38643,1.35853,1.0881,1.13271,0.0001685,0.0001685,0.0001685
