epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,102.756,0.99022,0.71526,0.95582,0.58765,0.56818,0.59387,0.35914,1.37759,1.32213,1.12707,0.0011189,0.0011189,0.0011189
180,103.322,0.99542,0.73339,0.96236,0.67643,0.65328,0.65943,0.40348,1.35902,1.05915,1.14654,0.00111395,0.00111395,0.00111395
181,103.86,1.02037,0.70346,0.94841,0.67643,0.65328,0.65943,0.40348,1.35902,1.05915,1.14654,0.001109,0.001109,0.001109
182,104.426,1.02041,0.76453,0.974,0.62732,0.70774,0.66547,0.40006,1.36137,1.03101,1.15343,0.00110405,0.00110405,0.00110405
183,104.977,1.01452,0.75657,0.9878,0.62732,0.70774,0.66547,0.40006,1.36137,1.03101,1.15343,0.0010991,0.0010991,0.0010991
184,105.544,0.95649,0.68015,0.94223,0.66252,0.63636,0.65082,0.38359,1.38397,1.05554,1.15233,0.00109415,0.00109415,0.00109415
185,106.092,1.04603,0.7783,0.97418,0.66252,0.63636,0.65082,0.38359,1.38397,1.05554,1.15233,0.0010892,0.0010892,0.0010892
186,106.675,0.95407,0.7383,0.96767,0.65467,0.61932,0.6398,0.38486,1.39643,1.09049,1.15169,0.00108425,0.00108425,0.00108425
187,107.227,1.03872,0.73596,0.97846,0.65467,0.61932,0.6398,0.38486,1.39643,1.09049,1.15169,0.0010793,0.0010793,0.0010793
188,107.825,1.0521,0.75933,0.97631,0.78817,0.49432,0.62906,0.38302,1.40338,1.11787,1.15638,0.00107435,0.00107435,0.00107435
189,108.39,0.92966,0.71892,0.96431,0.78817,0.49432,0.62906,0.38302,1.40338,1.11787,1.15638,0.0010694,0.0010694,0.0010694
190,108.974,0.96524,0.73507,0.94932,0.60765,0.59091,0.6229,0.38182,1.42197,1.12988,1.16966,0.00106445,0.00106445,0.00106445
191,109.599,0.99693,0.72669,0.97374,0.60765,0.59091,0.6229,0.38182,1.42197,1.12988,1.16966,0.0010595,0.0010595,0.0010595
192,110.164,1.02232,0.7258,0.96892,0.6791,0.57386,0.63258,0.38784,1.38833,1.1067,1.15714,0.00105455,0.00105455,0.00105455
193,110.762,0.94417,0.7033,0.93538,0.6791,0.57386,0.63258,0.38784,1.38833,1.1067,1.15714,0.0010496,0.0010496,0.0010496
194,111.36,0.89268,0.65313,0.93872,0.74142,0.53763,0.64267,0.38144,1.38709,1.07684,1.15798,0.00104465,0.00104465,0.00104465
195,111.915,0.96947,0.68539,0.93999,0.74142,0.53763,0.64267,0.38144,1.38709,1.07684,1.15798,0.0010397,0.0010397,0.0010397
196,112.513,0.94674,0.66016,0.93675,0.69715,0.57386,0.64325,0.38484,1.38933,1.07686,1.15987,0.00103475,0.00103475,0.00103475
197,113.116,1.00767,0.73415,0.96334,0.69715,0.57386,0.64325,0.38484,1.38933,1.07686,1.15987,0.0010298,0.0010298,0.0010298
198,113.716,0.96014,0.7247,0.94405,0.66833,0.57247,0.64054,0.38187,1.40097,1.07576,1.1602,0.00102485,0.00102485,0.00102485
199,114.286,0.99508,0.70966,0.97301,0.66833,0.57247,0.64054,0.38187,1.40097,1.07576,1.1602,0.0010199,0.0010199,0.0010199
200,114.862,0.8914,0.66845,0.949,0.64042,0.57683,0.64176,0.3649,1.4606,1.13718,1.18958,0.00101495,0.00101495,0.00101495
201,115.398,0.96806,0.67942,0.97703,0.64042,0.57683,0.64176,0.3649,1.4606,1.13718,1.18958,0.00101,0.00101,0.00101
202,115.98,0.96063,0.68563,0.95055,0.59117,0.60795,0.64052,0.36426,1.44366,1.17897,1.179,0.00100505,0.00100505,0.00100505
203,116.553,0.98574,0.69359,0.94634,0.59117,0.60795,0.64052,0.36426,1.44366,1.17897,1.179,0.0010001,0.0010001,0.0010001
204,117.118,1.00464,0.72538,0.9755,0.65206,0.59659,0.65359,0.38043,1.41642,1.06375,1.17953,0.00099515,0.00099515,0.00099515
205,117.721,1.06261,0.75752,0.96367,0.65206,0.59659,0.65359,0.38043,1.41642,1.06375,1.17953,0.0009902,0.0009902,0.0009902
206,118.325,0.92477,0.66812,0.94511,0.70856,0.59091,0.64961,0.37384,1.41624,1.05596,1.19883,0.00098525,0.00098525,0.00098525
207,118.885,0.93652,0.70895,0.94138,0.70856,0.59091,0.64961,0.37384,1.41624,1.05596,1.19883,0.0009803,0.0009803,0.0009803
208,119.489,0.99931,0.69663,0.94451,0.73413,0.57955,0.63666,0.37141,1.38253,1.13121,1.17098,0.00097535,0.00097535,0.00097535
209,120.07,1.01124,0.77085,0.97274,0.73413,0.57955,0.63666,0.37141,1.38253,1.13121,1.17098,0.0009704,0.0009704,0.0009704
210,120.689,0.93725,0.67705,0.93578,0.68739,0.61219,0.64161,0.37607,1.39048,1.12752,1.17634,0.00096545,0.00096545,0.00096545
211,121.275,0.93094,0.6836,0.9294,0.68739,0.61219,0.64161,0.37607,1.39048,1.12752,1.17634,0.0009605,0.0009605,0.0009605
212,121.855,0.93807,0.66513,0.93794,0.63265,0.60669,0.64786,0.37599,1.4325,1.07676,1.19118,0.00095555,0.00095555,0.00095555
213,122.408,0.86436,0.63777,0.93232,0.63265,0.60669,0.64786,0.37599,1.4325,1.07676,1.19118,0.0009506,0.0009506,0.0009506
214,122.988,0.94135,0.71979,0.96712,0.5921,0.59091,0.63278,0.36763,1.42119,1.08825,1.17684,0.00094565,0.00094565,0.00094565
215,123.553,0.94567,0.66765,0.93879,0.5921,0.59091,0.63278,0.36763,1.42119,1.08825,1.17684,0.0009407,0.0009407,0.0009407
216,124.126,0.83508,0.62865,0.93617,0.58978,0.61932,0.64144,0.378,1.39534,1.10626,1.1558,0.00093575,0.00093575,0.00093575
217,124.74,0.93658,0.67244,0.93046,0.58978,0.61932,0.64144,0.378,1.39534,1.10626,1.1558,0.0009308,0.0009308,0.0009308
218,125.339,0.91373,0.65516,0.92522,0.61862,0.625,0.66253,0.3886,1.37673,1.08491,1.13981,0.00092585,0.00092585,0.00092585
219,125.923,0.98754,0.69341,0.95845,0.61862,0.625,0.66253,0.3886,1.37673,1.08491,1.13981,0.0009209,0.0009209,0.0009209
220,126.492,0.95292,0.67639,0.93814,0.68493,0.60795,0.66497,0.38541,1.38069,1.06036,1.15981,0.00091595,0.00091595,0.00091595
221,127.061,0.88598,0.65642,0.93723,0.68493,0.60795,0.66497,0.38541,1.38069,1.06036,1.15981,0.000911,0.000911,0.000911
222,127.69,0.88072,0.62282,0.90676,0.70497,0.61932,0.66756,0.38819,1.39132,1.02708,1.17562,0.00090605,0.00090605,0.00090605
223,128.241,0.93118,0.67136,0.95008,0.70497,0.61932,0.66756,0.38819,1.39132,1.02708,1.17562,0.0009011,0.0009011,0.0009011
224,128.863,0.96392,0.68129,0.96328,0.72768,0.57955,0.6673,0.39378,1.36243,1.01175,1.15749,0.00089615,0.00089615,0.00089615
225,129.393,0.7958,0.59233,0.92226,0.72768,0.57955,0.6673,0.39378,1.36243,1.01175,1.15749,0.0008912,0.0008912,0.0008912
226,129.975,0.85912,0.62441,0.91809,0.71511,0.56818,0.66686,0.39472,1.36216,1.03835,1.15142,0.00088625,0.00088625,0.00088625
227,130.546,0.8777,0.63438,0.92644,0.71511,0.56818,0.66686,0.39472,1.36216,1.03835,1.15142,0.0008813,0.0008813,0.0008813
228,131.127,1.03654,0.69823,0.96196,0.72634,0.56818,0.65053,0.37961,1.39603,1.07693,1.17007,0.00087635,0.00087635,0.00087635
229,131.71,0.84989,0.62154,0.9265,0.72634,0.56818,0.65053,0.37961,1.39603,1.07693,1.17007,0.0008714,0.0008714,0.0008714
230,132.299,0.9391,0.66526,0.90764,0.77613,0.55682,0.65846,0.3848,1.40803,1.03939,1.17429,0.00086645,0.00086645,0.00086645
231,132.868,0.88501,0.6525,0.92677,0.77613,0.55682,0.65846,0.3848,1.40803,1.03939,1.17429,0.0008615,0.0008615,0.0008615
232,133.445,0.94758,0.66649,0.93281,0.72928,0.625,0.68888,0.3995,1.38702,1.00073,1.16547,0.00085655,0.00085655,0.00085655
233,134.032,0.85569,0.62587,0.92137,0.72928,0.625,0.68888,0.3995,1.38702,1.00073,1.16547,0.0008516,0.0008516,0.0008516
234,134.631,0.88981,0.65326,0.93921,0.71557,0.61466,0.674,0.40677,1.35557,1.00803,1.14404,0.00084665,0.00084665,0.00084665
235,135.185,0.89349,0.65247,0.9323,0.71557,0.61466,0.674,0.40677,1.35557,1.00803,1.14404,0.0008417,0.0008417,0.0008417
236,135.783,0.95507,0.67283,0.94887,0.66376,0.60227,0.65735,0.40096,1.36329,1.04826,1.1425,0.00083675,0.00083675,0.00083675
237,136.354,0.85952,0.61254,0.9215,0.66376,0.60227,0.65735,0.40096,1.36329,1.04826,1.1425,0.0008318,0.0008318,0.0008318
238,136.966,0.94443,0.66513,0.94065,0.70657,0.63068,0.67455,0.40326,1.37934,1.03181,1.15248,0.00082685,0.00082685,0.00082685
239,137.537,0.86131,0.62743,0.92026,0.70657,0.63068,0.67455,0.40326,1.37934,1.03181,1.15248,0.0008219,0.0008219,0.0008219
240,138.137,0.87494,0.61976,0.91167,0.78041,0.5625,0.68596,0.40757,1.3487,1.00255,1.14261,0.00081695,0.00081695,0.00081695
241,138.732,0.9779,0.73929,0.97903,0.78041,0.5625,0.68596,0.40757,1.3487,1.00255,1.14261,0.000812,0.000812,0.000812
242,139.307,0.86348,0.62492,0.92847,0.69316,0.59091,0.66608,0.39959,1.32952,1.0368,1.12439,0.00080705,0.00080705,0.00080705
243,139.889,0.95113,0.65675,0.93993,0.69316,0.59091,0.66608,0.39959,1.32952,1.0368,1.12439,0.0008021,0.0008021,0.0008021
244,140.506,0.91647,0.60316,0.93134,0.69316,0.58523,0.64424,0.38049,1.34544,1.079,1.12868,0.00079715,0.00079715,0.00079715
245,141.055,0.78809,0.57869,0.909,0.69316,0.58523,0.64424,0.38049,1.34544,1.079,1.12868,0.0007922,0.0007922,0.0007922
246,141.656,0.83804,0.60994,0.936,0.67706,0.55114,0.63478,0.37822,1.38172,1.13698,1.13923,0.00078725,0.00078725,0.00078725
247,142.209,0.82993,0.59953,0.96391,0.67706,0.55114,0.63478,0.37822,1.38172,1.13698,1.13923,0.0007823,0.0007823,0.0007823
248,142.821,0.93492,0.63911,0.91877,0.75908,0.51136,0.62741,0.36728,1.40452,1.14527,1.1417,0.00077735,0.00077735,0.00077735
249,143.391,0.82171,0.59281,0.90878,0.75908,0.51136,0.62741,0.36728,1.40452,1.14527,1.1417,0.0007724,0.0007724,0.0007724
250,143.97,0.88419,0.61437,0.91743,0.73918,0.55114,0.64731,0.38223,1.3874,1.08136,1.13413,0.00076745,0.00076745,0.00076745
251,144.555,0.91539,0.64286,0.92868,0.73918,0.55114,0.64731,0.38223,1.3874,1.08136,1.13413,0.0007625,0.0007625,0.0007625
