epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,2000.68,0.97562,1.5914,0.78929,0.97638,0.52499,0.5367,0.58871,0.37813,0.59008,0.5,0.58464,0.33596,1.23485,2.46537,1.2273,1.16504,0.00140105,0.00140105,0.00140105
123,2014.4,0.96064,1.63659,0.79015,0.98262,0.52921,0.593,0.60873,0.39304,0.63086,0.49389,0.5916,0.34483,1.22089,2.46603,1.2534,1.14689,0.0013961,0.0013961,0.0013961
124,2028.86,0.95169,1.73258,0.84116,1.0159,0.63278,0.51835,0.61002,0.40435,0.6396,0.52294,0.59696,0.34745,1.2069,2.59549,1.23354,1.15405,0.00139115,0.00139115,0.00139115
125,2055.34,0.97879,1.59016,0.77386,0.98995,0.60481,0.50917,0.58531,0.38446,0.62091,0.50917,0.56448,0.32651,1.21112,2.67825,1.34951,1.16734,0.0013862,0.0013862,0.0013862
126,2068.22,0.93993,1.67437,0.7971,1.02211,0.58447,0.53211,0.58485,0.38217,0.58447,0.53211,0.57007,0.32737,1.26991,2.67471,1.17648,1.20456,0.00138125,0.00138125,0.00138125
127,2077.16,0.96377,1.64858,0.82889,1.00482,0.56694,0.53211,0.5885,0.39166,0.56205,0.52752,0.57173,0.33246,1.25045,2.55945,1.13197,1.19186,0.0013763,0.0013763,0.0013763
128,2101.81,0.95514,1.6587,0.81852,0.98034,0.53787,0.52752,0.58571,0.39261,0.54255,0.53211,0.57524,0.33848,1.23508,2.39601,1.19738,1.18692,0.00137135,0.00137135,0.00137135
129,2112.36,0.95406,1.73962,0.82068,1.00919,0.49004,0.53211,0.57104,0.38585,0.49737,0.5367,0.56223,0.33251,1.20635,2.39459,1.17179,1.15313,0.0013664,0.0013664,0.0013664
130,2131.25,0.90686,1.61656,0.8115,0.97879,0.62594,0.43119,0.5516,0.36152,0.62594,0.43119,0.53918,0.31781,1.24399,2.50618,1.22964,1.16052,0.00136145,0.00136145,0.00136145
131,2143.94,0.90873,1.64779,0.78148,0.99211,0.49685,0.46203,0.53673,0.35971,0.50187,0.46789,0.53303,0.30664,1.2226,2.49558,1.24753,1.14334,0.0013565,0.0013565,0.0013565
132,2153.96,0.90425,1.61862,0.74731,1.00782,0.47259,0.55963,0.56712,0.3807,0.48732,0.57339,0.57024,0.33253,1.22611,2.41842,1.14282,1.15772,0.00135155,0.00135155,0.00135155
133,2173.45,0.9156,1.54918,0.75105,0.98641,0.55921,0.55868,0.59468,0.39559,0.56271,0.56881,0.58865,0.35292,1.27334,2.47239,1.15926,1.18924,0.0013466,0.0013466,0.0013466
134,2186.01,0.94918,1.619,0.80017,0.99967,0.53323,0.57798,0.59382,0.39294,0.60492,0.50917,0.58994,0.35155,1.24707,2.42857,1.14608,1.15145,0.00134165,0.00134165,0.00134165
135,2201.33,0.92201,1.59654,0.75278,0.96189,0.59142,0.55776,0.58607,0.38155,0.56137,0.55046,0.56368,0.32971,1.21233,2.48611,1.18316,1.13851,0.0013367,0.0013367,0.0013367
136,2214.84,0.88668,1.59578,0.73226,0.97428,0.52311,0.60092,0.58659,0.38427,0.51064,0.58396,0.57312,0.32932,1.21445,2.48367,1.16495,1.14727,0.00133175,0.00133175,0.00133175
137,2229.46,0.91614,1.54116,0.74621,0.97592,0.54415,0.61009,0.61814,0.40613,0.53787,0.60092,0.60454,0.34908,1.19473,2.38598,1.11901,1.13065,0.0013268,0.0013268,0.0013268
138,2246.28,0.88784,1.57089,0.75238,0.96843,0.54088,0.58716,0.6203,0.41233,0.53331,0.57798,0.60581,0.35177,1.18008,2.3434,1.07151,1.13288,0.00132185,0.00132185,0.00132185
139,2260.36,0.87788,1.54995,0.75538,0.9817,0.58077,0.55046,0.58367,0.38318,0.58117,0.54587,0.57984,0.32777,1.20606,2.39773,1.11246,1.1409,0.0013169,0.0013169,0.0013169
140,2277.08,0.85923,1.54907,0.72869,0.94633,0.56898,0.56422,0.5748,0.36891,0.57961,0.57339,0.5649,0.32832,1.26952,2.46083,1.16847,1.1641,0.00131195,0.00131195,0.00131195
141,2288.48,0.88727,1.53445,0.73874,0.97916,0.55601,0.59167,0.60617,0.38082,0.56983,0.55904,0.58102,0.3375,1.24498,2.53131,1.10902,1.16007,0.001307,0.001307,0.001307
142,2296.03,0.83648,1.51093,0.70304,0.94583,0.55924,0.50917,0.58693,0.38102,0.55924,0.50917,0.5739,0.32447,1.24046,2.64019,1.19499,1.18205,0.00130205,0.00130205,0.00130205
143,2308.26,0.91965,1.58689,0.79808,0.97808,0.53407,0.58257,0.61295,0.4007,0.52796,0.57339,0.59985,0.34469,1.23184,2.59934,1.11811,1.17602,0.0012971,0.0012971,0.0012971
144,2321.26,0.85909,1.5647,0.72212,0.96586,0.53658,0.58956,0.62552,0.40073,0.49932,0.61927,0.60471,0.35259,1.27534,2.54155,1.12534,1.16885,0.00129215,0.00129215,0.00129215
145,2337.02,0.88913,1.56824,0.71705,0.96509,0.55188,0.56494,0.61826,0.39355,0.55976,0.55408,0.60295,0.34985,1.27873,2.55097,1.141,1.17637,0.0012872,0.0012872,0.0012872
146,2358.34,0.9029,1.68001,0.70971,0.97732,0.56682,0.51835,0.60454,0.38641,0.57168,0.51835,0.57703,0.32777,1.28339,2.5458,1.15896,1.20882,0.00128225,0.00128225,0.00128225
147,2372.98,0.89533,1.51239,0.69644,0.9787,0.6519,0.44954,0.57686,0.3717,0.65012,0.44954,0.56018,0.32046,1.26847,2.53594,1.18477,1.19726,0.0012773,0.0012773,0.0012773
148,2389.62,0.87678,1.60348,0.74296,0.98702,0.5702,0.48165,0.57126,0.36618,0.55957,0.46625,0.5463,0.31797,1.27574,2.5178,1.22464,1.19254,0.00127235,0.00127235,0.00127235
149,2403.36,0.89352,1.57425,0.73814,0.99458,0.60452,0.47706,0.58001,0.38343,0.64021,0.45413,0.56646,0.33091,1.26861,2.53117,1.20033,1.19205,0.0012674,0.0012674,0.0012674
150,2419.24,0.87535,1.68479,0.7667,0.98068,0.65142,0.45413,0.57253,0.37026,0.54234,0.5367,0.56318,0.32477,1.25759,2.55439,1.17871,1.19379,0.00126245,0.00126245,0.00126245
151,2429.52,0.86465,1.54662,0.72863,0.97403,0.66733,0.44037,0.54857,0.36197,0.50907,0.55963,0.54456,0.31531,1.25314,2.57933,1.24474,1.18423,0.0012575,0.0012575,0.0012575
152,2441.33,0.84148,1.48422,0.70246,0.95817,0.54703,0.54844,0.56711,0.37085,0.55467,0.55046,0.5562,0.32022,1.2282,2.53485,1.17645,1.18924,0.00125255,0.00125255,0.00125255
153,2451.63,0.83626,1.46668,0.68232,0.92945,0.59132,0.52294,0.59164,0.40134,0.59132,0.52294,0.58557,0.34025,1.21408,2.48486,1.11734,1.18295,0.0012476,0.0012476,0.0012476
154,2463.4,0.85759,1.54825,0.70833,0.96605,0.6333,0.48165,0.5846,0.38518,0.64596,0.49083,0.58683,0.3361,1.25373,2.53216,1.16059,1.19117,0.00124265,0.00124265,0.00124265
155,2475.4,0.89996,1.54271,0.76805,0.96745,0.57545,0.52752,0.58729,0.37724,0.60362,0.52752,0.57802,0.32506,1.26738,2.535,1.21969,1.18788,0.0012377,0.0012377,0.0012377
156,2489.13,0.86872,1.56674,0.719,0.9517,0.53926,0.5691,0.57311,0.37051,0.53703,0.56422,0.55862,0.32017,1.27196,2.58091,1.2128,1.19539,0.00123275,0.00123275,0.00123275
157,2504.44,0.85127,1.45574,0.67479,0.93767,0.521,0.62385,0.58571,0.38127,0.51717,0.61927,0.57022,0.33139,1.236,2.71263,1.38905,1.16101,0.0012278,0.0012278,0.0012278
158,2516.87,0.88925,1.48114,0.66763,0.96021,0.5411,0.61661,0.59719,0.39425,0.53644,0.61045,0.58681,0.33532,1.24858,2.73621,1.27112,1.17144,0.00122285,0.00122285,0.00122285
159,2538.56,0.83185,1.50009,0.73403,0.95089,0.53662,0.61009,0.59714,0.3918,0.54351,0.5844,0.5834,0.32967,1.26567,2.78251,1.13375,1.18801,0.0012179,0.0012179,0.0012179
160,2550.26,0.82744,1.53058,0.67177,0.93677,0.54527,0.53905,0.58512,0.37125,0.6922,0.44359,0.56788,0.31982,1.29321,2.82493,1.21355,1.21553,0.00121295,0.00121295,0.00121295
161,2562.59,0.85516,1.59651,0.73746,0.97227,0.66452,0.4633,0.59693,0.3707,0.66829,0.45872,0.57209,0.3308,1.31012,2.74479,1.2114,1.22496,0.001208,0.001208,0.001208
162,2572.22,0.80682,1.43007,0.71874,0.96552,0.61325,0.57462,0.61918,0.38686,0.61134,0.5628,0.59668,0.34187,1.30044,2.66904,1.13505,1.22074,0.00120305,0.00120305,0.00120305
163,2588.51,0.85303,1.41769,0.66518,0.9487,0.63523,0.58716,0.64202,0.3978,0.65723,0.58049,0.6164,0.35727,1.25612,2.65842,1.09777,1.19303,0.0011981,0.0011981,0.0011981
164,2602.52,0.81327,1.40947,0.65247,0.93578,0.7106,0.48624,0.62949,0.39878,0.7202,0.49541,0.62167,0.36446,1.29052,2.66153,1.15658,1.18493,0.00119315,0.00119315,0.00119315
165,2618.53,0.90844,1.61006,0.72885,0.94222,0.61654,0.52294,0.62119,0.39672,0.62735,0.53211,0.60897,0.36361,1.32046,2.59642,1.13236,1.1869,0.0011882,0.0011882,0.0011882
166,2640.96,0.90038,1.52743,0.68666,0.96348,0.71009,0.49083,0.62538,0.40708,0.71673,0.49541,0.60654,0.36141,1.25709,2.50899,1.09876,1.16222,0.00118325,0.00118325,0.00118325
167,2663.88,0.82514,1.50493,0.65449,0.93638,0.61011,0.59174,0.63099,0.40847,0.57563,0.59112,0.60463,0.35515,1.24424,2.51197,1.12232,1.1576,0.0011783,0.0011783,0.0011783
168,2674.95,0.82205,1.46526,0.66921,0.95078,0.60862,0.58716,0.63492,0.40868,0.59103,0.57798,0.59772,0.35404,1.21898,2.49246,1.11644,1.14333,0.00117335,0.00117335,0.00117335
169,2696.91,0.83384,1.54331,0.70726,0.96921,0.67696,0.48624,0.61654,0.40017,0.69546,0.49083,0.60313,0.34693,1.22248,2.51519,1.12004,1.14442,0.0011684,0.0011684,0.0011684
170,2715.25,0.83473,1.44671,0.64424,0.9293,0.52643,0.62844,0.61314,0.39545,0.52208,0.62385,0.60097,0.35048,1.23436,2.48148,1.10268,1.17141,0.00116345,0.00116345,0.00116345
171,2723.72,0.8151,1.49962,0.6703,0.94102,0.50126,0.6422,0.60042,0.39053,0.50126,0.6422,0.59596,0.34669,1.19375,2.45414,1.13633,1.15533,0.0011585,0.0011585,0.0011585
172,2733.45,0.82137,1.51029,0.6487,0.93526,0.50013,0.60583,0.57157,0.37549,0.49798,0.61009,0.56421,0.3359,1.19309,2.44826,1.25697,1.14903,0.00115355,0.00115355,0.00115355
173,2745.5,0.81906,1.45239,0.64383,0.93792,0.51825,0.63657,0.57121,0.37934,0.51451,0.63199,0.5599,0.33455,1.19724,2.50337,1.26714,1.1618,0.0011486,0.0011486,0.0011486
174,2759.26,0.76351,1.37104,0.62212,0.94642,0.60123,0.5533,0.60676,0.39142,0.59419,0.55076,0.57998,0.34145,1.19724,2.48093,1.14925,1.16623,0.00114365,0.00114365,0.00114365
175,2770.95,0.81475,1.43952,0.61378,0.93922,0.62297,0.54587,0.60871,0.39526,0.62297,0.54587,0.58049,0.33746,1.20304,2.50467,1.12286,1.16581,0.0011387,0.0011387,0.0011387
176,2798.04,0.8289,1.41692,0.65594,0.94413,0.58961,0.58716,0.54222,0.35758,0.58408,0.58257,0.52921,0.30474,1.20481,2.49794,1.24632,1.17368,0.00113375,0.00113375,0.00113375
177,2813.92,0.86006,1.56111,0.72475,0.95233,0.49873,0.61468,0.51039,0.33531,0.49873,0.61468,0.49795,0.28662,1.19713,2.52944,1.31085,1.17906,0.0011288,0.0011288,0.0011288
178,2833.34,0.7849,1.35529,0.6028,0.92018,0.54822,0.61009,0.542,0.35571,0.5526,0.60624,0.53478,0.30813,1.19906,2.55753,1.2537,1.17987,0.00112385,0.00112385,0.00112385
179,2841.17,0.79185,1.3426,0.6328,0.92452,0.55726,0.57798,0.58123,0.37696,0.5761,0.56422,0.55374,0.32459,1.20664,2.59593,1.16177,1.18656,0.0011189,0.0011189,0.0011189
180,2854.29,0.83619,1.40233,0.69299,0.94009,0.62099,0.5367,0.57987,0.37817,0.61568,0.53211,0.55513,0.32371,1.22556,2.56581,1.22572,1.18802,0.00111395,0.00111395,0.00111395
181,2871.34,0.83321,1.50737,0.66834,0.94069,0.62934,0.51404,0.56623,0.3844,0.6368,0.51835,0.55826,0.32825,1.19923,2.53695,1.22712,1.16742,0.001109,0.001109,0.001109
182,2882.87,0.7652,1.3999,0.61716,0.91522,0.64932,0.50459,0.59153,0.38933,0.6453,0.49541,0.5658,0.33213,1.21178,2.59621,1.18668,1.16692,0.00110405,0.00110405,0.00110405
183,2898.11,0.8127,1.40016,0.62178,0.92607,0.49062,0.59633,0.57221,0.37983,0.64327,0.46789,0.56787,0.33793,1.23239,2.58403,1.19014,1.16348,0.0010991,0.0010991,0.0010991
184,2910.94,0.78582,1.37271,0.62171,0.91653,0.53013,0.55046,0.57003,0.3884,0.53958,0.55963,0.56588,0.33839,1.2214,2.51533,1.20872,1.16962,0.00109415,0.00109415,0.00109415
185,2929.49,0.77971,1.33023,0.59039,0.93065,0.57565,0.54128,0.5936,0.39172,0.57077,0.5367,0.57086,0.34332,1.20173,2.4937,1.19659,1.16362,0.0010892,0.0010892,0.0010892
186,10163.9,0.80887,1.38648,0.61902,0.92829,0.54875,0.58257,0.60977,0.40239,0.54442,0.57798,0.58445,0.35651,1.22337,2.48444,1.16083,1.16464,0.00108425,0.00108425,0.00108425
187,10180.5,0.79125,1.35268,0.59958,0.92429,0.49318,0.64679,0.59697,0.39,0.6015,0.49083,0.57304,0.34783,1.24195,2.49207,1.17313,1.16197,0.0010793,0.0010793,0.0010793
188,10190.4,0.81699,1.48529,0.64841,0.94697,0.5263,0.57798,0.6046,0.38965,0.63447,0.47248,0.56228,0.34641,1.22808,2.49849,1.20448,1.16182,0.00107435,0.00107435,0.00107435
189,10202.3,0.80395,1.41231,0.64177,0.95047,0.68568,0.47706,0.61075,0.39963,0.66967,0.45568,0.57908,0.35075,1.21649,2.50458,1.1735,1.15735,0.0010694,0.0010694,0.0010694
190,10214.6,0.8037,1.39874,0.64396,0.93286,0.55999,0.63761,0.62829,0.41122,0.55173,0.62844,0.60055,0.35871,1.21575,2.45808,1.11385,1.1686,0.00106445,0.00106445,0.00106445
191,10228.2,0.74981,1.26705,0.57169,0.9082,0.67056,0.5367,0.58697,0.38805,0.67056,0.5367,0.57655,0.337,1.22982,2.45568,1.1906,1.16439,0.0010595,0.0010595,0.0010595
192,10243.2,0.77799,1.44001,0.62055,0.92913,0.5311,0.61927,0.55862,0.35861,0.63623,0.50459,0.53986,0.31858,1.24521,2.50911,1.26528,1.17706,0.00105455,0.00105455,0.00105455
193,10265.7,0.79342,1.4088,0.63278,0.94396,0.64071,0.56442,0.58263,0.36997,0.63576,0.54446,0.55214,0.32468,1.23511,2.56864,1.21821,1.19052,0.0010496,0.0010496,0.0010496
194,10278.9,0.75357,1.35784,0.58704,0.92026,0.57379,0.61137,0.57702,0.37352,0.56948,0.60678,0.56717,0.33499,1.24251,2.62325,1.17945,1.21019,0.00104465,0.00104465,0.00104465
195,10292.4,0.79037,1.3697,0.63392,0.94789,0.60741,0.58197,0.59346,0.38307,0.59239,0.59999,0.58871,0.34515,1.2372,2.5398,1.16687,1.20234,0.0010397,0.0010397,0.0010397
196,10305.5,0.7468,1.26381,0.57199,0.90677,0.65536,0.55963,0.61932,0.39795,0.644,0.55046,0.58974,0.35196,1.24091,2.46573,1.17649,1.18693,0.00103475,0.00103475,0.00103475
197,10326.2,0.85118,1.43949,0.62599,0.95521,0.65447,0.55046,0.61997,0.40328,0.6395,0.54587,0.60461,0.35436,1.21756,2.42534,1.15822,1.17826,0.0010298,0.0010298,0.0010298
198,10339.2,0.76403,1.30337,0.58298,0.91675,0.62565,0.58257,0.6503,0.41657,0.62124,0.5643,0.61056,0.35786,1.22549,2.41983,1.13563,1.17038,0.00102485,0.00102485,0.00102485
