epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,137.062,1.24683,2.4267,1.29636,1.12194,0.5622,0.59659,0.58374,0.32806,0.5033,0.53409,0.44971,0.16261,1.46841,4.39038,1.90819,1.22552,0.000633864,0.000633864,0.000633864
18,144.479,1.39014,2.68595,1.34062,1.15572,0.54242,0.64205,0.57452,0.31371,0.47986,0.55682,0.45607,0.17448,1.43204,5.07462,3.72848,1.2,0.000670548,0.000670548,0.000670548
19,151.677,1.31313,2.46162,1.16088,1.14129,0.39527,0.53851,0.3798,0.20959,0.37859,0.51579,0.3558,0.14853,1.45565,4.72426,3.78136,1.22738,0.000707033,0.000707033,0.000707033
20,158.566,1.40697,2.55254,1.17417,1.19311,0.35033,0.61932,0.33791,0.18663,0.34543,0.57955,0.30364,0.13935,1.55326,4.66685,3.36399,1.33888,0.00074332,0.00074332,0.00074332
21,167.538,1.3843,2.31916,1.15409,1.16259,0.08273,0.63068,0.06742,0.03947,0.07756,0.59091,0.06133,0.02769,1.63119,5.33285,10.0713,1.34245,0.00077941,0.00077941,0.00077941
22,176.14,1.47647,2.76013,1.1997,1.21643,0.006,0.05114,0.00315,0.00252,0.006,0.05114,0.00315,0.00202,1.54924,6.85207,44.9364,1.35492,0.000815302,0.000815302,0.000815302
23,183.008,1.29884,2.49472,1.09713,1.19036,0.28183,0.46591,0.22705,0.1329,0.23226,0.36364,0.15679,0.05514,1.5818,8.96391,6.24851,1.31371,0.000850995,0.000850995,0.000850995
24,192.352,1.43244,2.7916,1.19257,1.20046,0.29481,0.41331,0.23144,0.119,0.22454,0.35795,0.15061,0.05405,1.95692,10.0018,4.74925,1.69664,0.000886491,0.000886491,0.000886491
25,200.785,1.38916,2.75337,1.44398,1.15199,0.01667,0.14205,0.00952,0.00483,0.01133,0.09659,0.00622,0.00183,2.38122,10.1618,32.1535,1.86748,0.000921788,0.000921788,0.000921788
26,208.159,1.33311,2.61829,1.35278,1.15808,0.02384,0.1875,0.01401,0.00589,0.01814,0.11932,0.00921,0.00266,3.11044,23.8922,12.9699,2.9719,0.000956888,0.000956888,0.000956888
27,216.926,1.45979,2.73666,1.1683,1.15526,0.00133,0.01136,0.00067,0.0001,0.00069,0.00568,0.00034,7e-05,3.39073,16.9906,inf,3.09316,0.000991789,0.000991789,0.000991789
28,226.751,1.29379,2.36545,1.24307,1.17489,0.00133,0.01136,0.00067,0.0001,0.00069,0.00568,0.00034,7e-05,3.39073,16.9906,inf,3.09316,0.00102649,0.00102649,0.00102649
29,234.095,1.34599,2.57499,1.22492,1.18647,0.00133,0.01136,0.00067,0.0001,0.00069,0.00568,0.00034,7e-05,3.58,18.5105,inf,4.19247,0.001061,0.001061,0.001061
30,241.312,1.49988,2.82546,1.35952,1.25834,0.00133,0.01136,0.00067,0.0001,0.00069,0.00568,0.00034,7e-05,2.94839,15.5102,inf,2.96553,0.00109531,0.00109531,0.00109531
31,250.169,1.41917,2.71973,1.38833,1.25932,0.00133,0.01136,0.00067,0.0001,0.00069,0.00568,0.00034,7e-05,2.94839,15.5102,inf,2.96553,0.00112942,0.00112942,0.00112942
32,258.524,1.41081,2.67563,1.17864,1.18204,0.00133,0.01136,0.00067,0.0001,0.00069,0.00568,0.00034,7e-05,2.21917,9.9912,inf,1.69571,0.00116333,0.00116333,0.00116333
33,263.74,1.28038,2.40885,1.02946,1.15237,0.00067,0.00568,0.00034,0.00027,0.00067,0.00568,0.00034,0.00027,2.10506,8.58647,47.1461,1.6701,0.00119704,0.00119704,0.00119704
34,270.021,1.33075,2.76045,1.12784,1.16277,0.00067,0.00568,0.00034,0.00027,0.00067,0.00568,0.00034,0.00027,2.10506,8.58647,47.1461,1.6701,0.00123056,0.00123056,0.00123056
35,280.154,1.29587,2.54889,1.1588,1.13989,0.00067,0.00568,0.00034,0.00027,0.00067,0.00568,0.00034,0.00027,1.79377,7.62434,inf,1.43784,0.00126387,0.00126387,0.00126387
36,287.486,1.33632,2.68992,1.15356,1.13611,0.00067,0.00568,0.00034,0.00027,0.00067,0.00568,0.00034,0.00027,1.6115,7.31967,inf,1.36835,0.00129699,0.00129699,0.00129699
37,295.276,1.28934,2.49786,0.99783,1.11279,0.00067,0.00568,0.00034,0.00027,0.00067,0.00568,0.00034,0.00027,1.6115,7.31967,inf,1.36835,0.00132991,0.00132991,0.00132991
38,303.786,1.35201,2.52619,1.09572,1.18166,0.008,0.06818,0.00438,0.00319,0.00533,0.04545,0.00283,0.00115,1.55748,6.76246,inf,1.44456,0.00136264,0.00136264,0.00136264
39,310.002,1.39854,2.63558,1.24849,1.17442,0.00067,0.00568,0.00034,0.0003,0.00067,0.00568,0.00034,0.0002,1.51322,6.62535,inf,1.32301,0.00139516,0.00139516,0.00139516
40,318.457,1.36482,2.49271,1.13941,1.12519,0.00067,0.00568,0.00034,0.0003,0.00067,0.00568,0.00034,0.0002,1.51322,6.62535,inf,1.32301,0.00142749,0.00142749,0.00142749
41,325.407,1.25603,2.35374,1.05422,1.09875,0.00067,0.00568,0.00034,0.0003,0.00067,0.00568,0.00034,0.0002,1.48856,7.16886,inf,1.28452,0.00145962,0.00145962,0.00145962
42,333.436,1.16643,2.22635,1.01345,1.10861,0.03133,0.26705,0.02558,0.01653,0.02467,0.21023,0.01582,0.00679,1.40199,6.50793,39.461,1.28713,0.00149155,0.00149155,0.00149155
43,342.685,1.37804,2.62956,1.24356,1.1598,0.03133,0.26705,0.02558,0.01653,0.02467,0.21023,0.01582,0.00679,1.40199,6.50793,39.461,1.28713,0.00152329,0.00152329,0.00152329
44,349.548,1.39096,2.5896,1.30302,1.16854,0.06988,0.57386,0.05582,0.03429,0.05473,0.44886,0.03984,0.01322,1.48103,6.64676,31.9017,1.29894,0.00155482,0.00155482,0.00155482
45,357.413,1.26581,2.52328,1.07092,1.15464,0.06988,0.57386,0.05582,0.03429,0.05473,0.44886,0.03984,0.01322,1.48103,6.64676,31.9017,1.29894,0.00158616,0.00158616,0.00158616
46,365.85,1.37065,2.74457,1.14794,1.1724,0.00933,0.07955,0.00504,0.00269,0.006,0.05114,0.00316,0.00104,1.80261,7.29121,40.6414,1.42218,0.0016173,0.0016173,0.0016173
47,375.662,1.47377,2.72546,1.32047,1.22365,0.00933,0.07955,0.00504,0.00269,0.006,0.05114,0.00316,0.00104,1.80261,7.29121,40.6414,1.42218,0.00164824,0.00164824,0.00164824
48,384.34,1.66017,3.07906,1.44464,1.36415,0.16361,0.54238,0.13611,0.07147,0.09917,0.22727,0.05187,0.01182,1.81994,7.76502,6.81522,1.50919,0.00167898,0.00167898,0.00167898
49,391.35,1.28294,2.51816,1.12173,1.10832,0.16361,0.54238,0.13611,0.07147,0.09917,0.22727,0.05187,0.01182,1.81994,7.76502,6.81522,1.50919,0.00170953,0.00170953,0.00170953
50,399.56,1.32079,2.58739,1.09197,1.11885,0.12925,0.27273,0.08563,0.02903,0.02812,0.05114,0.00649,0.00146,3.08597,10.5202,3.31528,2.49671,0.00173988,0.00173988,0.00173988
51,406.973,1.28763,2.6831,1.07645,1.13563,0.12925,0.27273,0.08563,0.02903,0.02812,0.05114,0.00649,0.00146,3.08597,10.5202,3.31528,2.49671,0.0017525,0.0017525,0.0017525
52,414.934,1.3822,2.73342,1.20025,1.20988,0.0783,0.1875,0.04947,0.0163,0,0,0,0,3.2314,16.3211,3.49396,2.60491,0.00174755,0.00174755,0.00174755
53,424.077,1.33494,2.72957,1.12596,1.17887,0.0783,0.1875,0.04947,0.0163,0,0,0,0,3.2314,16.3211,3.49396,2.60491,0.0017426,0.0017426,0.0017426
54,431.965,1.36171,2.7428,1.11347,1.14362,0.11073,0.14205,0.06282,0.01852,0.04266,0.125,0.02256,0.00443,3.24928,14.9874,2.89664,2.80042,0.00173765,0.00173765,0.00173765
55,439.191,1.36148,2.65535,1.09826,1.16512,0.11073,0.14205,0.06282,0.01852,0.04266,0.125,0.02256,0.00443,3.24928,14.9874,2.89664,2.80042,0.0017327,0.0017327,0.0017327
56,445.602,1.26676,2.42925,1.01951,1.1314,0.03,0.25568,0.01941,0.00585,0.014,0.11932,0.00804,0.00135,3.45022,17.4913,8.90084,3.2372,0.00172775,0.00172775,0.00172775
57,455.849,1.31225,2.54126,1.13392,1.11459,0.03,0.25568,0.01941,0.00585,0.014,0.11932,0.00804,0.00135,3.45022,17.4913,8.90084,3.2372,0.0017228,0.0017228,0.0017228
58,463.919,1.24175,2.33873,1.11093,1.11097,0.01933,0.16477,0.01142,0.00343,0.00533,0.04545,0.00283,0.00049,3.3065,9.45196,8.20933,2.54011,0.00171785,0.00171785,0.00171785
59,470.95,1.21073,2.29121,1.01248,1.10222,0.01933,0.16477,0.01142,0.00343,0.00533,0.04545,0.00283,0.00049,3.3065,9.45196,8.20933,2.54011,0.0017129,0.0017129,0.0017129
60,479.339,1.30616,2.44275,1.03294,1.12262,0.008,0.06818,0.00427,0.00138,0,0,0,0,3.17553,9.50811,9.71374,2.16377,0.00170795,0.00170795,0.00170795
61,489.276,1.30123,2.32891,0.9512,1.09841,0.008,0.06818,0.00427,0.00138,0,0,0,0,3.17553,9.50811,9.71374,2.16377,0.001703,0.001703,0.001703
62,499.311,1.37076,2.52819,0.99584,1.1511,0.002,0.01705,0.00102,0.00024,0.00077,0.00568,0.00034,7e-05,3.30946,14.6192,18.6303,2.14615,0.00169805,0.00169805,0.00169805
63,508.677,1.23745,2.29094,0.92156,1.07684,0.002,0.01705,0.00102,0.00024,0.00077,0.00568,0.00034,7e-05,3.30946,14.6192,18.6303,2.14615,0.0016931,0.0016931,0.0016931
64,516.464,1.25862,2.29246,0.96465,1.10021,0.00933,0.07955,0.00505,0.0017,0.00481,0.03409,0.00245,0.00079,3.24247,14.1721,8.40266,2.08169,0.00168815,0.00168815,0.00168815
65,526.551,1.26035,2.35109,1.04486,1.1118,0.00933,0.07955,0.00505,0.0017,0.00481,0.03409,0.00245,0.00079,3.24247,14.1721,8.40266,2.08169,0.0016832,0.0016832,0.0016832
66,534.455,1.21403,2.23896,0.90812,1.05782,0.07904,0.06818,0.02446,0.01032,0.0603,0.05114,0.0119,0.00381,2.95471,8.96518,3.2363,1.84307,0.00167825,0.00167825,0.00167825
67,542.177,1.35162,2.25514,0.95968,1.11502,0.07904,0.06818,0.02446,0.01032,0.0603,0.05114,0.0119,0.00381,2.95471,8.96518,3.2363,1.84307,0.0016733,0.0016733,0.0016733
68,549.711,1.48642,2.53187,1.1969,1.20338,0.35449,0.14773,0.12545,0.05907,0.23178,0.09659,0.06586,0.02337,2.53941,8.42254,2.84576,1.6769,0.00166835,0.00166835,0.00166835
69,557.598,1.20359,2.47755,1.02828,1.09949,0.35449,0.14773,0.12545,0.05907,0.23178,0.09659,0.06586,0.02337,2.53941,8.42254,2.84576,1.6769,0.0016634,0.0016634,0.0016634
70,563.197,1.14993,2.21192,0.95585,1.0744,0.3428,0.35227,0.28433,0.14002,0.3401,0.29545,0.20102,0.06203,1.92006,6.84324,2.17927,1.42753,0.00165845,0.00165845,0.00165845
71,571.339,1.3735,2.41166,1.22939,1.22007,0.3428,0.35227,0.28433,0.14002,0.3401,0.29545,0.20102,0.06203,1.92006,6.84324,2.17927,1.42753,0.0016535,0.0016535,0.0016535
72,576.84,1.42413,2.54031,1.3621,1.23143,0.37718,0.51269,0.43666,0.23143,0.39715,0.3893,0.35411,0.11405,1.61199,5.84004,2.11947,1.28414,0.00164855,0.00164855,0.00164855
73,587.142,1.28557,2.24877,1.04467,1.0721,0.37718,0.51269,0.43666,0.23143,0.39715,0.3893,0.35411,0.11405,1.61199,5.84004,2.11947,1.28414,0.0016436,0.0016436,0.0016436
74,595.409,1.288,2.40716,1.13932,1.13691,0.52522,0.68513,0.55288,0.33164,0.49265,0.55114,0.48057,0.16718,1.41499,4.41385,2.12972,1.21587,0.00163865,0.00163865,0.00163865
75,605.747,1.297,2.26586,0.97999,1.13605,0.52522,0.68513,0.55288,0.33164,0.49265,0.55114,0.48057,0.16718,1.41499,4.41385,2.12972,1.21587,0.0016337,0.0016337,0.0016337
76,615.114,1.34134,2.53088,1.008,1.1448,0.55264,0.59091,0.55711,0.34802,0.518,0.54545,0.50343,0.19541,1.31476,3.80987,2.58989,1.1876,0.00162875,0.00162875,0.00162875
77,624.165,1.2852,2.46443,1.10561,1.11939,0.55264,0.59091,0.55711,0.34802,0.518,0.54545,0.50343,0.19541,1.31476,3.80987,2.58989,1.1876,0.0016238,0.0016238,0.0016238
78,631.725,1.12853,2.02258,1.07342,1.07865,0.62349,0.64205,0.65701,0.40104,0.60747,0.59091,0.58091,0.24167,1.3823,3.53155,1.74111,1.22264,0.00161885,0.00161885,0.00161885
79,639.618,1.2053,2.10623,1.00424,1.11288,0.62349,0.64205,0.65701,0.40104,0.60747,0.59091,0.58091,0.24167,1.3823,3.53155,1.74111,1.22264,0.0016139,0.0016139,0.0016139
80,648.687,1.31292,2.43867,1.1607,1.22779,0.60307,0.51705,0.56244,0.33137,0.55668,0.47727,0.4662,0.20219,1.41509,3.70745,1.40908,1.2161,0.00160895,0.00160895,0.00160895
81,658.06,1.19012,2.05967,0.95577,1.06205,0.60307,0.51705,0.56244,0.33137,0.55668,0.47727,0.4662,0.20219,1.41509,3.70745,1.40908,1.2161,0.001604,0.001604,0.001604
82,665.935,1.2149,2.1531,1.03347,1.08044,0.55839,0.65341,0.65162,0.40374,0.5846,0.59659,0.5972,0.24644,1.35163,3.57848,1.67387,1.1921,0.00159905,0.00159905,0.00159905
83,678.478,1.14342,2.02558,0.84728,1.0442,0.55839,0.65341,0.65162,0.40374,0.5846,0.59659,0.5972,0.24644,1.35163,3.57848,1.67387,1.1921,0.0015941,0.0015941,0.0015941
84,687.524,1.21426,2.25778,0.97912,1.08729,0.61683,0.64773,0.66721,0.38492,0.60676,0.63636,0.63332,0.28325,1.43149,3.20193,1.73815,1.23367,0.00158915,0.00158915,0.00158915
85,695.806,1.19544,2.04045,0.89658,1.08329,0.61683,0.64773,0.66721,0.38492,0.60676,0.63636,0.63332,0.28325,1.43149,3.20193,1.73815,1.23367,0.0015842,0.0015842,0.0015842
86,703.534,1.23921,2.10288,0.92955,1.09846,0.65842,0.64205,0.68737,0.39781,0.64677,0.63068,0.64008,0.3157,1.35984,3.03647,1.37364,1.19029,0.00157925,0.00157925,0.00157925
87,713.291,1.26807,2.31289,1.03568,1.12002,0.65842,0.64205,0.68737,0.39781,0.64677,0.63068,0.64008,0.3157,1.35984,3.03647,1.37364,1.19029,0.0015743,0.0015743,0.0015743
88,723.619,1.17961,2.06543,0.90113,1.06581,0.55672,0.63636,0.58543,0.31481,0.56237,0.65909,0.5677,0.28875,1.51144,3.26504,2.0478,1.25607,0.00156935,0.00156935,0.00156935
89,731.646,1.3621,2.17227,0.9866,1.08625,0.55672,0.63636,0.58543,0.31481,0.56237,0.65909,0.5677,0.28875,1.51144,3.26504,2.0478,1.25607,0.0015644,0.0015644,0.0015644
90,738.151,1.32087,2.25723,1.12057,1.11001,0.56828,0.66477,0.62415,0.36151,0.55856,0.65341,0.58537,0.30829,1.41005,2.95193,1.74558,1.19591,0.00155945,0.00155945,0.00155945
91,745.563,1.24141,2.15504,1.00763,1.09154,0.56828,0.66477,0.62415,0.36151,0.55856,0.65341,0.58537,0.30829,1.41005,2.95193,1.74558,1.19591,0.0015545,0.0015545,0.0015545
92,754.605,1.14704,1.97542,1.02445,1.06286,0.64555,0.64205,0.67485,0.39624,0.72695,0.57482,0.67181,0.36477,1.32301,2.85072,1.54632,1.20534,0.00154955,0.00154955,0.00154955
93,762.209,1.09739,1.94882,0.88831,1.03998,0.64555,0.64205,0.67485,0.39624,0.72695,0.57482,0.67181,0.36477,1.32301,2.85072,1.54632,1.20534,0.0015446,0.0015446,0.0015446
94,770.405,1.15745,2.16436,0.99346,1.11405,0.68427,0.60227,0.63677,0.38625,0.71564,0.58523,0.6417,0.34879,1.31237,2.84226,1.94364,1.19724,0.00153965,0.00153965,0.00153965
95,780.251,1.09947,1.8984,0.84736,1.02755,0.68427,0.60227,0.63677,0.38625,0.71564,0.58523,0.6417,0.34879,1.31237,2.84226,1.94364,1.19724,0.0015347,0.0015347,0.0015347
96,790.365,1.05527,1.88789,0.807,1.03022,0.57504,0.65341,0.59016,0.34574,0.58004,0.65909,0.59895,0.30613,1.3688,2.78382,2.09616,1.21037,0.00152975,0.00152975,0.00152975
97,798.994,1.1516,2.01218,0.95145,1.09367,0.57504,0.65341,0.59016,0.34574,0.58004,0.65909,0.59895,0.30613,1.3688,2.78382,2.09616,1.21037,0.0015248,0.0015248,0.0015248
98,808.244,1.151,2.00673,0.95885,1.08812,0.61837,0.59091,0.61733,0.37917,0.62386,0.60227,0.61812,0.32454,1.32786,2.69091,1.55066,1.20499,0.00151985,0.00151985,0.00151985
99,818.308,1.06801,1.88348,0.78739,1.01307,0.61837,0.59091,0.61733,0.37917,0.62386,0.60227,0.61812,0.32454,1.32786,2.69091,1.55066,1.20499,0.0015149,0.0015149,0.0015149
100,827.739,1.12175,2.11473,0.92446,1.0605,0.70038,0.53977,0.6306,0.40044,0.71364,0.55223,0.62677,0.35967,1.29916,2.53213,1.12648,1.14814,0.00150995,0.00150995,0.00150995
101,837.621,1.12708,1.97203,0.97818,1.03302,0.70038,0.53977,0.6306,0.40044,0.71364,0.55223,0.62677,0.35967,1.29916,2.53213,1.12648,1.14814,0.001505,0.001505,0.001505
102,848.08,1.12156,1.93795,0.91763,1.01419,0.71873,0.65336,0.70797,0.44476,0.7241,0.65613,0.6917,0.38452,1.28916,2.52538,1.31079,1.12089,0.00150005,0.00150005,0.00150005
103,857.995,1.10547,2.06962,0.88088,1.04978,0.71873,0.65336,0.70797,0.44476,0.7241,0.65613,0.6917,0.38452,1.28916,2.52538,1.31079,1.12089,0.0014951,0.0014951,0.0014951
104,866.265,1.0928,1.87163,0.80444,0.9903,0.48498,0.38636,0.36044,0.20891,0.54656,0.28766,0.2904,0.11539,1.7575,4.58999,1.83338,1.41748,0.00149015,0.00149015,0.00149015
105,873.758,1.12407,2.1081,1.03488,1.07745,0.48498,0.38636,0.36044,0.20891,0.54656,0.28766,0.2904,0.11539,1.7575,4.58999,1.83338,1.41748,0.0014852,0.0014852,0.0014852
106,882.046,1.08156,1.97118,0.97805,1.02683,0.006,0.05114,0.00321,0.00067,0.00133,0.01136,0.00068,0.00017,3.95345,9.6041,3.93284,2.83855,0.00148025,0.00148025,0.00148025
107,888.764,1.1181,2.06591,0.88026,1.06261,0.006,0.05114,0.00321,0.00067,0.00133,0.01136,0.00068,0.00017,3.95345,9.6041,3.93284,2.83855,0.0014753,0.0014753,0.0014753
108,897.203,1.13997,2.05463,0.9079,1.06548,0.00067,0.00568,0.00034,7e-05,0.00067,0.00568,0.00034,3e-05,3.66763,8.06019,3.95761,2.62195,0.00147035,0.00147035,0.00147035
109,905.529,0.99996,1.79988,0.81978,1.01218,0.00067,0.00568,0.00034,7e-05,0.00067,0.00568,0.00034,3e-05,3.66763,8.06019,3.95761,2.62195,0.0014654,0.0014654,0.0014654
110,915.81,1.09361,1.91135,0.85943,1.01287,0.61747,0.40909,0.46424,0.28551,0.58239,0.38636,0.41738,0.19809,1.53246,3.80418,1.49347,1.24524,0.00146045,0.00146045,0.00146045
111,924.327,1.05777,1.93016,0.87103,1.00285,0.61747,0.40909,0.46424,0.28551,0.58239,0.38636,0.41738,0.19809,1.53246,3.80418,1.49347,1.24524,0.0014555,0.0014555,0.0014555
112,933.368,1.08864,1.95144,0.84289,1.03545,0.60918,0.67045,0.68138,0.4178,0.62431,0.64773,0.65506,0.34194,1.29462,2.51174,1.47223,1.14199,0.00145055,0.00145055,0.00145055
113,941.911,1.0667,1.85461,0.93197,1.039,0.60918,0.67045,0.68138,0.4178,0.62431,0.64773,0.65506,0.34194,1.29462,2.51174,1.47223,1.14199,0.0014456,0.0014456,0.0014456
114,947.04,1.20774,2.27996,1.12668,1.12701,0.6308,0.68182,0.67876,0.41018,0.64188,0.66196,0.65803,0.35815,1.31082,2.47785,1.42123,1.15756,0.00144065,0.00144065,0.00144065
115,955.409,1.06764,1.81989,0.78921,1.00582,0.6308,0.68182,0.67876,0.41018,0.64188,0.66196,0.65803,0.35815,1.31082,2.47785,1.42123,1.15756,0.0014357,0.0014357,0.0014357
116,961.493,1.1102,1.8573,0.8561,1.01947,0.65485,0.67045,0.6925,0.42961,0.66595,0.68182,0.69343,0.38972,1.3712,2.49455,1.12989,1.19841,0.00143075,0.00143075,0.00143075
117,967.708,1.15186,2.06392,0.92915,1.0929,0.65485,0.67045,0.6925,0.42961,0.66595,0.68182,0.69343,0.38972,1.3712,2.49455,1.12989,1.19841,0.0014258,0.0014258,0.0014258
118,974.503,1.07451,1.93975,0.79147,1.01782,0.65877,0.6875,0.70991,0.42744,0.68875,0.65909,0.70204,0.38634,1.3418,2.42785,0.98531,1.19143,0.00142085,0.00142085,0.00142085
119,983.213,1.09124,1.84225,0.86114,0.99085,0.65877,0.6875,0.70991,0.42744,0.68875,0.65909,0.70204,0.38634,1.3418,2.42785,0.98531,1.19143,0.0014159,0.0014159,0.0014159
120,989.913,1.07839,1.92188,0.87164,1.01172,0.64406,0.67857,0.7034,0.43822,0.6856,0.63636,0.68621,0.3907,1.23967,2.393,0.99291,1.12885,0.00141095,0.00141095,0.00141095
121,999.053,1.06663,1.94101,0.80574,0.99136,0.64406,0.67857,0.7034,0.43822,0.6856,0.63636,0.68621,0.3907,1.23967,2.393,0.99291,1.12885,0.001406,0.001406,0.001406
122,1012.4,1.01897,2.0142,0.85923,1.03431,0.62256,0.67614,0.6452,0.38763,0.63941,0.67045,0.62034,0.34404,1.28272,2.41688,1.26529,1.15132,0.00140105,0.00140105,0.00140105
123,1023.85,1.02427,1.6748,0.71434,0.97208,0.62256,0.67614,0.6452,0.38763,0.63941,0.67045,0.62034,0.34404,1.28272,2.41688,1.26529,1.15132,0.0013961,0.0013961,0.0013961
124,1035.28,1.03762,1.86964,0.79085,1.00614,0.58205,0.65909,0.56952,0.349,0.58149,0.60227,0.53548,0.28722,1.33177,2.6846,1.20496,1.14584,0.00139115,0.00139115,0.00139115
125,1046,0.96186,1.70717,0.79756,0.98353,0.58205,0.65909,0.56952,0.349,0.58149,0.60227,0.53548,0.28722,1.33177,2.6846,1.20496,1.14584,0.0013862,0.0013862,0.0013862
126,1057.93,1.03492,1.73822,0.7594,0.98787,0.60302,0.50922,0.49791,0.30824,0.59276,0.48794,0.45983,0.22341,1.46989,3.69176,1.44346,1.21015,0.00138125,0.00138125,0.00138125
127,1070.86,0.99843,1.73714,0.75566,0.97167,0.60302,0.50922,0.49791,0.30824,0.59276,0.48794,0.45983,0.22341,1.46989,3.69176,1.44346,1.21015,0.0013763,0.0013763,0.0013763
128,1078.62,0.9903,1.71045,0.72551,0.99396,0.59701,0.56818,0.54214,0.32834,0.58631,0.52841,0.49487,0.23758,1.46412,3.33941,1.33347,1.22267,0.00137135,0.00137135,0.00137135
129,1086.1,1.12278,2.0314,0.81033,0.99512,0.59701,0.56818,0.54214,0.32834,0.58631,0.52841,0.49487,0.23758,1.46412,3.33941,1.33347,1.22267,0.0013664,0.0013664,0.0013664
130,1096.17,1.08967,1.93058,0.83841,1.03169,0.68337,0.57636,0.60012,0.37827,0.67821,0.55682,0.55673,0.29134,1.33073,2.73089,1.14813,1.17139,0.00136145,0.00136145,0.00136145
131,1106.24,1.02305,1.90332,0.8025,1.01228,0.68337,0.57636,0.60012,0.37827,0.67821,0.55682,0.55673,0.29134,1.33073,2.73089,1.14813,1.17139,0.0013565,0.0013565,0.0013565
132,1111.21,1.0154,1.72346,0.77075,0.98284,0.69943,0.63464,0.6978,0.45155,0.68731,0.62444,0.66418,0.37977,1.21193,2.3636,1.02449,1.0985,0.00135155,0.00135155,0.00135155
133,1120.31,0.99308,1.70141,0.71542,0.97217,0.69943,0.63464,0.6978,0.45155,0.68731,0.62444,0.66418,0.37977,1.21193,2.3636,1.02449,1.0985,0.0013466,0.0013466,0.0013466
