epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,1129.61,1.00918,1.80754,0.78193,1.00788,0.62791,0.71591,0.6751,0.42993,0.62661,0.6875,0.65652,0.37737,1.25753,2.40823,1.27015,1.1318,0.00134165,0.00134165,0.00134165
135,1141.36,0.92419,1.50098,0.67007,0.95011,0.62791,0.71591,0.6751,0.42993,0.62661,0.6875,0.65652,0.37737,1.25753,2.40823,1.27015,1.1318,0.0013367,0.0013367,0.0013367
136,1153.31,0.94296,1.61542,0.6561,0.96097,0.59212,0.71023,0.64345,0.40851,0.64162,0.7019,0.6506,0.35769,1.26957,2.52278,1.57456,1.12646,0.00133175,0.00133175,0.00133175
137,1161.8,1.11319,1.92584,0.93237,1.01655,0.59212,0.71023,0.64345,0.40851,0.64162,0.7019,0.6506,0.35769,1.26957,2.52278,1.57456,1.12646,0.0013268,0.0013268,0.0013268
138,1171.78,1.01051,1.79317,0.81513,0.98396,0.59815,0.71887,0.6383,0.41672,0.61381,0.69886,0.64,0.36254,1.252,2.42768,1.34874,1.12012,0.00132185,0.00132185,0.00132185
139,1178.69,0.96653,1.65384,0.74037,0.98956,0.59815,0.71887,0.6383,0.41672,0.61381,0.69886,0.64,0.36254,1.252,2.42768,1.34874,1.12012,0.0013169,0.0013169,0.0013169
140,1185.55,0.9426,1.57321,0.68952,0.95999,0.57852,0.71023,0.64123,0.41344,0.58577,0.71591,0.64907,0.35339,1.25925,2.46169,1.24739,1.13077,0.00131195,0.00131195,0.00131195
141,1191.75,1.01271,1.62808,0.72294,0.97262,0.57852,0.71023,0.64123,0.41344,0.58577,0.71591,0.64907,0.35339,1.25925,2.46169,1.24739,1.13077,0.001307,0.001307,0.001307
142,1199.09,1.0495,1.76601,0.75876,0.96946,0.57549,0.67045,0.64195,0.40264,0.59744,0.60227,0.60637,0.33906,1.26736,2.45053,1.19314,1.13208,0.00130205,0.00130205,0.00130205
143,1205.6,0.97488,1.71036,0.72071,0.96576,0.57549,0.67045,0.64195,0.40264,0.59744,0.60227,0.60637,0.33906,1.26736,2.45053,1.19314,1.13208,0.0012971,0.0012971,0.0012971
144,1212.89,1.06369,1.82373,0.72969,0.97272,0.57341,0.64773,0.64377,0.4162,0.56335,0.63636,0.59838,0.33335,1.21947,2.51201,1.16649,1.11093,0.00129215,0.00129215,0.00129215
145,1220.32,1.00838,1.71523,0.69539,0.96142,0.57341,0.64773,0.64377,0.4162,0.56335,0.63636,0.59838,0.33335,1.21947,2.51201,1.16649,1.11093,0.0012872,0.0012872,0.0012872
146,1228.06,0.96342,1.67508,0.71229,0.96703,0.55943,0.69318,0.64726,0.4237,0.5726,0.68182,0.61673,0.34897,1.19161,2.41332,1.13823,1.08234,0.00128225,0.00128225,0.00128225
147,1236.21,0.97755,1.64801,0.70591,0.95502,0.55943,0.69318,0.64726,0.4237,0.5726,0.68182,0.61673,0.34897,1.19161,2.41332,1.13823,1.08234,0.0012773,0.0012773,0.0012773
148,1243.84,0.92729,1.58732,0.68785,0.96618,0.55394,0.75,0.66699,0.43772,0.55899,0.71023,0.64465,0.38582,1.26327,2.40383,1.17265,1.10943,0.00127235,0.00127235,0.00127235
149,1251.26,1.01878,1.69193,0.7044,0.97645,0.55394,0.75,0.66699,0.43772,0.55899,0.71023,0.64465,0.38582,1.26327,2.40383,1.17265,1.10943,0.0012674,0.0012674,0.0012674
150,1259.69,1.03906,1.60675,0.69077,0.96323,0.60679,0.73652,0.69648,0.45387,0.6072,0.72727,0.68042,0.39968,1.22764,2.31447,1.07489,1.09948,0.00126245,0.00126245,0.00126245
151,1267.73,0.9109,1.53263,0.70074,0.9466,0.60679,0.73652,0.69648,0.45387,0.6072,0.72727,0.68042,0.39968,1.22764,2.31447,1.07489,1.09948,0.0012575,0.0012575,0.0012575
152,1274.38,0.94748,1.53546,0.68626,0.95267,0.68385,0.67614,0.7241,0.46794,0.67482,0.67208,0.70471,0.39746,1.22286,2.30935,0.95247,1.11989,0.00125255,0.00125255,0.00125255
153,1285.51,0.95531,1.68647,0.7072,0.98318,0.68385,0.67614,0.7241,0.46794,0.67482,0.67208,0.70471,0.39746,1.22286,2.30935,0.95247,1.11989,0.0012476,0.0012476,0.0012476
154,1294.43,0.91852,1.52237,0.64318,0.9482,0.67677,0.64205,0.68741,0.4453,0.67209,0.63636,0.66822,0.37221,1.24541,2.30524,1.03532,1.12838,0.00124265,0.00124265,0.00124265
155,1303.86,0.97648,1.76274,0.72304,0.98851,0.67677,0.64205,0.68741,0.4453,0.67209,0.63636,0.66822,0.37221,1.24541,2.30524,1.03532,1.12838,0.0012377,0.0012377,0.0012377
156,1312.29,1.00638,1.6939,0.71141,0.96877,0.67669,0.63636,0.68804,0.43147,0.61824,0.68089,0.67022,0.38896,1.29994,2.24633,1.06988,1.16083,0.00123275,0.00123275,0.00123275
157,1320.49,0.96764,1.6428,0.69214,0.96039,0.67669,0.63636,0.68804,0.43147,0.61824,0.68089,0.67022,0.38896,1.29994,2.24633,1.06988,1.16083,0.0012278,0.0012278,0.0012278
158,1328.68,0.91508,1.58361,0.64492,0.95082,0.71502,0.63068,0.70797,0.44843,0.72147,0.63636,0.69362,0.40558,1.2678,2.25885,1.01648,1.17756,0.00122285,0.00122285,0.00122285
159,1335.4,0.89917,1.53542,0.63525,0.9372,0.71502,0.63068,0.70797,0.44843,0.72147,0.63636,0.69362,0.40558,1.2678,2.25885,1.01648,1.17756,0.0012179,0.0012179,0.0012179
160,1343.82,0.92477,1.58553,0.66388,0.95224,0.66117,0.65341,0.70749,0.45505,0.66692,0.65909,0.692,0.39882,1.23526,2.25815,1.07075,1.15693,0.00121295,0.00121295,0.00121295
161,1353.34,0.93547,1.77746,0.73247,0.96671,0.66117,0.65341,0.70749,0.45505,0.66692,0.65909,0.692,0.39882,1.23526,2.25815,1.07075,1.15693,0.001208,0.001208,0.001208
162,1360.79,0.90314,1.61173,0.72137,0.96936,0.68559,0.66477,0.7064,0.4536,0.67973,0.65909,0.68618,0.40148,1.26609,2.30458,1.08623,1.1276,0.00120305,0.00120305,0.00120305
163,1367.44,0.94751,1.64873,0.67347,0.96,0.68559,0.66477,0.7064,0.4536,0.67973,0.65909,0.68618,0.40148,1.26609,2.30458,1.08623,1.1276,0.0011981,0.0011981,0.0011981
164,1375.37,0.86756,1.44867,0.6173,0.93559,0.64419,0.69318,0.68673,0.44357,0.65537,0.69886,0.67921,0.382,1.24473,2.27424,1.009,1.12657,0.00119315,0.00119315,0.00119315
165,1383.6,0.98184,1.76086,0.72428,0.97311,0.64419,0.69318,0.68673,0.44357,0.65537,0.69886,0.67921,0.382,1.24473,2.27424,1.009,1.12657,0.0011882,0.0011882,0.0011882
166,1389.45,0.91486,1.56639,0.68528,0.98166,0.68846,0.61364,0.71053,0.44471,0.72251,0.60795,0.68855,0.38707,1.23761,2.28176,0.96304,1.13706,0.00118325,0.00118325,0.00118325
167,1398.22,0.87515,1.56585,0.67288,0.96052,0.68846,0.61364,0.71053,0.44471,0.72251,0.60795,0.68855,0.38707,1.23761,2.28176,0.96304,1.13706,0.0011783,0.0011783,0.0011783
168,1407.05,0.89674,1.54834,0.66122,0.94436,0.70289,0.65866,0.70182,0.45337,0.69535,0.64842,0.68667,0.39427,1.25176,2.27364,0.95947,1.1497,0.00117335,0.00117335,0.00117335
169,1416.33,0.8998,1.53008,0.63318,0.94609,0.70289,0.65866,0.70182,0.45337,0.69535,0.64842,0.68667,0.39427,1.25176,2.27364,0.95947,1.1497,0.0011684,0.0011684,0.0011684
170,1425.19,0.85545,1.42936,0.62751,0.93811,0.73669,0.67614,0.71173,0.45385,0.73334,0.65628,0.69346,0.39828,1.23451,2.23474,0.95136,1.13121,0.00116345,0.00116345,0.00116345
171,1432.94,0.89137,1.47427,0.60029,0.91906,0.73669,0.67614,0.71173,0.45385,0.73334,0.65628,0.69346,0.39828,1.23451,2.23474,0.95136,1.13121,0.0011585,0.0011585,0.0011585
172,1440.28,0.85014,1.41881,0.60587,0.93375,0.66657,0.74432,0.69847,0.44583,0.6495,0.71591,0.67937,0.36205,1.21116,2.23534,1.02187,1.10641,0.00115355,0.00115355,0.00115355
173,1447.18,0.85345,1.34607,0.61781,0.90363,0.66657,0.74432,0.69847,0.44583,0.6495,0.71591,0.67937,0.36205,1.21116,2.23534,1.02187,1.10641,0.0011486,0.0011486,0.0011486
174,1454.53,0.86486,1.5837,0.66415,0.95008,0.69564,0.6753,0.69928,0.4606,0.68942,0.66845,0.68478,0.37744,1.20286,2.24591,0.96071,1.10029,0.00114365,0.00114365,0.00114365
175,1462.77,0.87564,1.44237,0.60888,0.93743,0.69564,0.6753,0.69928,0.4606,0.68942,0.66845,0.68478,0.37744,1.20286,2.24591,0.96071,1.10029,0.0011387,0.0011387,0.0011387
176,1472.41,0.87879,1.5325,0.64313,0.93903,0.66225,0.66844,0.71367,0.47599,0.66724,0.67218,0.70554,0.40623,1.18738,2.29823,0.9484,1.08419,0.00113375,0.00113375,0.00113375
177,1479.8,0.89089,1.59383,0.63564,0.95321,0.66225,0.66844,0.71367,0.47599,0.66724,0.67218,0.70554,0.40623,1.18738,2.29823,0.9484,1.08419,0.0011288,0.0011288,0.0011288
178,1488.48,0.90582,1.61558,0.67043,0.9497,0.68531,0.6875,0.71514,0.46397,0.68531,0.6875,0.7029,0.42135,1.24635,2.27991,0.94299,1.11399,0.00112385,0.00112385,0.00112385
179,1498.58,0.84932,1.49501,0.63492,0.92509,0.68531,0.6875,0.71514,0.46397,0.68531,0.6875,0.7029,0.42135,1.24635,2.27991,0.94299,1.11399,0.0011189,0.0011189,0.0011189
180,1509.54,0.86578,1.46203,0.63074,0.92403,0.61623,0.71023,0.67805,0.43988,0.61623,0.71023,0.66747,0.38023,1.23858,2.23026,1.10554,1.1174,0.00111395,0.00111395,0.00111395
181,1519.04,0.87569,1.43051,0.59803,0.91629,0.61623,0.71023,0.67805,0.43988,0.61623,0.71023,0.66747,0.38023,1.23858,2.23026,1.10554,1.1174,0.001109,0.001109,0.001109
182,1529.28,0.88523,1.57169,0.67774,0.94407,0.61805,0.6875,0.63377,0.40457,0.61828,0.6875,0.63054,0.35033,1.22582,2.22968,1.16282,1.13254,0.00110405,0.00110405,0.00110405
183,1537.58,0.86888,1.59272,0.64884,0.94083,0.61805,0.6875,0.63377,0.40457,0.61828,0.6875,0.63054,0.35033,1.22582,2.22968,1.16282,1.13254,0.0010991,0.0010991,0.0010991
184,1546.98,0.84516,1.38638,0.60473,0.90982,0.62843,0.69318,0.68604,0.44021,0.65397,0.67614,0.67225,0.37904,1.24784,2.22349,1.02229,1.15108,0.00109415,0.00109415,0.00109415
185,1554.65,0.88083,1.51504,0.63152,0.93261,0.62843,0.69318,0.68604,0.44021,0.65397,0.67614,0.67225,0.37904,1.24784,2.22349,1.02229,1.15108,0.0010892,0.0010892,0.0010892
186,1559.92,0.8464,1.4064,0.60901,0.9411,0.7475,0.625,0.73018,0.46376,0.7407,0.61932,0.70143,0.41308,1.2419,2.25829,0.95188,1.15148,0.00108425,0.00108425,0.00108425
187,1566.97,0.90017,1.4703,0.65469,0.95929,0.7475,0.625,0.73018,0.46376,0.7407,0.61932,0.70143,0.41308,1.2419,2.25829,0.95188,1.15148,0.0010793,0.0010793,0.0010793
188,1573.57,0.89258,1.46228,0.66079,0.93672,0.66298,0.64827,0.71386,0.46097,0.66316,0.63763,0.69759,0.40834,1.24659,2.31585,0.99554,1.14134,0.00107435,0.00107435,0.00107435
189,1581.66,0.87242,1.49855,0.6169,0.96368,0.66298,0.64827,0.71386,0.46097,0.66316,0.63763,0.69759,0.40834,1.24659,2.31585,0.99554,1.14134,0.0010694,0.0010694,0.0010694
190,1587.74,0.86556,1.48539,0.62441,0.93125,0.63181,0.64773,0.68083,0.4533,0.67943,0.63826,0.68201,0.40673,1.25346,2.41359,1.04566,1.147,0.00106445,0.00106445,0.00106445
191,1595.59,0.88208,1.61135,0.6609,0.95351,0.63181,0.64773,0.68083,0.4533,0.67943,0.63826,0.68201,0.40673,1.25346,2.41359,1.04566,1.147,0.0010595,0.0010595,0.0010595
192,1603.51,0.89629,1.54711,0.61642,0.95192,0.6605,0.60227,0.66794,0.44445,0.66182,0.61364,0.65693,0.38935,1.21435,2.34446,1.03436,1.10892,0.00105455,0.00105455,0.00105455
193,1613.37,0.83453,1.41388,0.59564,0.91053,0.6605,0.60227,0.66794,0.44445,0.66182,0.61364,0.65693,0.38935,1.21435,2.34446,1.03436,1.10892,0.0010496,0.0010496,0.0010496
194,1622.09,0.80197,1.29158,0.57894,0.9207,0.60117,0.66477,0.66865,0.44531,0.61145,0.67614,0.66755,0.39443,1.21931,2.3629,1.03858,1.09347,0.00104465,0.00104465,0.00104465
195,1630.25,0.84443,1.38204,0.59755,0.91453,0.60117,0.66477,0.66865,0.44531,0.61145,0.67614,0.66755,0.39443,1.21931,2.3629,1.03858,1.09347,0.0010397,0.0010397,0.0010397
196,1639.05,0.80691,1.29479,0.562,0.91197,0.6536,0.6875,0.6885,0.45984,0.6482,0.68182,0.67923,0.40386,1.22935,2.35212,0.99372,1.10475,0.00103475,0.00103475,0.00103475
197,1647.17,0.84652,1.47017,0.62838,0.92114,0.6536,0.6875,0.6885,0.45984,0.6482,0.68182,0.67923,0.40386,1.22935,2.35212,0.99372,1.10475,0.0010298,0.0010298,0.0010298
198,1654.83,0.81523,1.36815,0.60133,0.91048,0.63127,0.71023,0.6951,0.45612,0.63613,0.72514,0.70029,0.41155,1.25693,2.28939,0.99011,1.1307,0.00102485,0.00102485,0.00102485
199,1664.07,0.88083,1.51786,0.60961,0.95405,0.63127,0.71023,0.6951,0.45612,0.63613,0.72514,0.70029,0.41155,1.25693,2.28939,0.99011,1.1307,0.0010199,0.0010199,0.0010199
200,1670.82,0.82368,1.39375,0.60245,0.93827,0.61605,0.67045,0.68065,0.43387,0.61605,0.67045,0.68001,0.3962,1.26346,2.25837,1.04529,1.12955,0.00101495,0.00101495,0.00101495
201,1677.58,0.80057,1.33862,0.58541,0.92869,0.61605,0.67045,0.68065,0.43387,0.61605,0.67045,0.68001,0.3962,1.26346,2.25837,1.04529,1.12955,0.00101,0.00101,0.00101
202,1685.28,0.84478,1.39856,0.58554,0.92181,0.65319,0.63068,0.6839,0.44469,0.64813,0.625,0.66829,0.39247,1.2373,2.2862,1.03609,1.12137,0.00100505,0.00100505,0.00100505
203,1691.84,0.83253,1.37852,0.5594,0.91048,0.65319,0.63068,0.6839,0.44469,0.64813,0.625,0.66829,0.39247,1.2373,2.2862,1.03609,1.12137,0.0010001,0.0010001,0.0010001
204,1696.94,0.84404,1.42768,0.58818,0.93993,0.62253,0.6653,0.6923,0.45687,0.63883,0.67335,0.69731,0.3908,1.24152,2.31631,1.05233,1.11652,0.00099515,0.00099515,0.00099515
205,1703.74,0.88235,1.47465,0.60333,0.91575,0.62253,0.6653,0.6923,0.45687,0.63883,0.67335,0.69731,0.3908,1.24152,2.31631,1.05233,1.11652,0.0009902,0.0009902,0.0009902
206,1711.8,0.81327,1.26496,0.55995,0.91632,0.57204,0.72151,0.679,0.44355,0.6093,0.69318,0.67324,0.40482,1.26131,2.35214,1.13093,1.13143,0.00098525,0.00098525,0.00098525
207,1722.17,0.79649,1.39886,0.57964,0.91047,0.57204,0.72151,0.679,0.44355,0.6093,0.69318,0.67324,0.40482,1.26131,2.35214,1.13093,1.13143,0.0009803,0.0009803,0.0009803
208,1732.42,0.82776,1.48013,0.58932,0.90806,0.58506,0.72727,0.69643,0.45382,0.58217,0.72159,0.67208,0.40188,1.23416,2.41088,1.14245,1.13181,0.00097535,0.00097535,0.00097535
209,1739.8,0.81262,1.46131,0.62901,0.92501,0.58506,0.72727,0.69643,0.45382,0.58217,0.72159,0.67208,0.40188,1.23416,2.41088,1.14245,1.13181,0.0009704,0.0009704,0.0009704
210,1749.18,0.79388,1.36795,0.55905,0.90195,0.58886,0.73295,0.71446,0.46989,0.70114,0.58652,0.68019,0.39559,1.25235,2.38228,1.00446,1.14988,0.00096545,0.00096545,0.00096545
211,1755.89,0.7948,1.27482,0.54027,0.90095,0.58886,0.73295,0.71446,0.46989,0.70114,0.58652,0.68019,0.39559,1.25235,2.38228,1.00446,1.14988,0.0009605,0.0009605,0.0009605
212,1763.82,0.80184,1.33809,0.5589,0.8998,0.59168,0.74099,0.70412,0.47148,0.64346,0.63068,0.67671,0.39243,1.22896,2.27068,1.01584,1.1354,0.00095555,0.00095555,0.00095555
213,1770.06,0.72717,1.21593,0.51411,0.89892,0.59168,0.74099,0.70412,0.47148,0.64346,0.63068,0.67671,0.39243,1.22896,2.27068,1.01584,1.1354,0.0009506,0.0009506,0.0009506
214,1778.6,0.78361,1.36876,0.58055,0.92264,0.62405,0.77841,0.71642,0.4725,0.61086,0.76136,0.70121,0.4143,1.23177,2.21497,0.97103,1.11691,0.00094565,0.00094565,0.00094565
215,1787.45,0.80405,1.35126,0.5407,0.9072,0.62405,0.77841,0.71642,0.4725,0.61086,0.76136,0.70121,0.4143,1.23177,2.21497,0.97103,1.11691,0.0009407,0.0009407,0.0009407
216,1793.23,0.70769,1.24547,0.50533,0.9062,0.68096,0.68182,0.72171,0.48026,0.67676,0.66477,0.69013,0.40695,1.2265,2.3074,0.9724,1.1383,0.00093575,0.00093575,0.00093575
217,1801.24,0.74156,1.19335,0.49463,0.88917,0.68096,0.68182,0.72171,0.48026,0.67676,0.66477,0.69013,0.40695,1.2265,2.3074,0.9724,1.1383,0.0009308,0.0009308,0.0009308
218,1809.99,0.74432,1.26976,0.50433,0.88757,0.61408,0.77273,0.70115,0.45399,0.59737,0.75568,0.67878,0.38824,1.25964,2.3902,1.02736,1.15214,0.00092585,0.00092585,0.00092585
219,1818.03,0.78665,1.46473,0.58661,0.91022,0.61408,0.77273,0.70115,0.45399,0.59737,0.75568,0.67878,0.38824,1.25964,2.3902,1.02736,1.15214,0.0009209,0.0009209,0.0009209
220,1826.17,0.75816,1.26087,0.53626,0.89879,0.6041,0.72826,0.67754,0.44265,0.58898,0.70834,0.65488,0.37746,1.2406,2.38329,1.02311,1.13689,0.00091595,0.00091595,0.00091595
221,1833.5,0.77815,1.38736,0.56796,0.91124,0.6041,0.72826,0.67754,0.44265,0.58898,0.70834,0.65488,0.37746,1.2406,2.38329,1.02311,1.13689,0.000911,0.000911,0.000911
222,1842.99,0.73741,1.26402,0.5009,0.87885,0.64889,0.72727,0.70394,0.4537,0.63739,0.7191,0.67978,0.39205,1.27823,2.46454,1.00144,1.15634,0.00090605,0.00090605,0.00090605
223,1854.32,0.77037,1.35891,0.54538,0.91876,0.64889,0.72727,0.70394,0.4537,0.63739,0.7191,0.67978,0.39205,1.27823,2.46454,1.00144,1.15634,0.0009011,0.0009011,0.0009011
224,1862.3,0.77375,1.42507,0.55984,0.91697,0.69543,0.67614,0.68931,0.45582,0.68867,0.67045,0.6702,0.40523,1.26052,2.42654,1.0153,1.13892,0.00089615,0.00089615,0.00089615
225,1868.79,0.67873,1.16735,0.4859,0.89337,0.69543,0.67614,0.68931,0.45582,0.68867,0.67045,0.6702,0.40523,1.26052,2.42654,1.0153,1.13892,0.0008912,0.0008912,0.0008912
226,1876.57,0.72494,1.26524,0.51158,0.89465,0.66985,0.71591,0.68655,0.45427,0.6704,0.67029,0.67398,0.40111,1.23499,2.45054,1.01636,1.11696,0.00088625,0.00088625,0.00088625
227,1885.39,0.76024,1.2479,0.52527,0.90238,0.66985,0.71591,0.68655,0.45427,0.6704,0.67029,0.67398,0.40111,1.23499,2.45054,1.01636,1.11696,0.0008813,0.0008813,0.0008813
228,1893.41,0.85093,1.41011,0.56974,0.91697,0.60003,0.74157,0.68952,0.45274,0.59083,0.7302,0.68072,0.40032,1.2583,2.43834,0.96022,1.1496,0.00087635,0.00087635,0.00087635
229,1900.99,0.74768,1.29633,0.51854,0.91285,0.60003,0.74157,0.68952,0.45274,0.59083,0.7302,0.68072,0.40032,1.2583,2.43834,0.96022,1.1496,0.0008714,0.0008714,0.0008714
230,1910.23,0.77028,1.30507,0.51423,0.87027,0.60176,0.73837,0.68566,0.45206,0.59713,0.73269,0.68005,0.4056,1.22361,2.4218,0.97608,1.1006,0.00086645,0.00086645,0.00086645
231,1917.83,0.77947,1.27717,0.5559,0.90922,0.60176,0.73837,0.68566,0.45206,0.59713,0.73269,0.68005,0.4056,1.22361,2.4218,0.97608,1.1006,0.0008615,0.0008615,0.0008615
232,1928.61,0.80969,1.35676,0.53827,0.90024,0.61228,0.72727,0.68236,0.45189,0.61392,0.71591,0.67193,0.39801,1.23166,2.49874,0.99308,1.10656,0.00085655,0.00085655,0.00085655
233,1939.83,0.71631,1.30702,0.51411,0.8908,0.61228,0.72727,0.68236,0.45189,0.61392,0.71591,0.67193,0.39801,1.23166,2.49874,0.99308,1.10656,0.0008516,0.0008516,0.0008516
234,1950.2,0.7423,1.32547,0.52297,0.89916,0.62008,0.70478,0.68316,0.44258,0.61538,0.72727,0.67824,0.38563,1.24226,2.39219,1.00479,1.11285,0.00084665,0.00084665,0.00084665
235,1959.45,0.79593,1.26835,0.52761,0.91415,0.62008,0.70478,0.68316,0.44258,0.61538,0.72727,0.67824,0.38563,1.24226,2.39219,1.00479,1.11285,0.0008417,0.0008417,0.0008417
236,1966.45,0.80733,1.37712,0.54764,0.91118,0.62679,0.75568,0.69922,0.44099,0.60156,0.72727,0.66921,0.38642,1.23912,2.3,1.01326,1.11751,0.00083675,0.00083675,0.00083675
237,1973.12,0.707,1.22363,0.49909,0.87896,0.62679,0.75568,0.69922,0.44099,0.60156,0.72727,0.66921,0.38642,1.23912,2.3,1.01326,1.11751,0.0008318,0.0008318,0.0008318
238,1979.91,0.76323,1.32958,0.52148,0.8921,0.61259,0.76367,0.69139,0.44586,0.5949,0.7426,0.66453,0.39041,1.24425,2.31282,1.03811,1.11731,0.00082685,0.00082685,0.00082685
239,1988.31,0.73364,1.27504,0.51096,0.89854,0.61259,0.76367,0.69139,0.44586,0.5949,0.7426,0.66453,0.39041,1.24425,2.31282,1.03811,1.11731,0.0008219,0.0008219,0.0008219
240,1997.08,0.71907,1.19451,0.47988,0.87781,0.59607,0.75568,0.68833,0.44983,0.62263,0.70455,0.68408,0.4022,1.25912,2.41336,1.03826,1.10767,0.00081695,0.00081695,0.00081695
241,2005.19,0.81016,1.41315,0.5861,0.94387,0.59607,0.75568,0.68833,0.44983,0.62263,0.70455,0.68408,0.4022,1.25912,2.41336,1.03826,1.10767,0.000812,0.000812,0.000812
242,2013.08,0.70629,1.19166,0.4851,0.88537,0.62778,0.68998,0.7071,0.46414,0.64065,0.62805,0.67439,0.40799,1.24982,2.51119,0.99966,1.11047,0.00080705,0.00080705,0.00080705
243,2024.43,0.77361,1.3787,0.52611,0.89632,0.62778,0.68998,0.7071,0.46414,0.64065,0.62805,0.67439,0.40799,1.24982,2.51119,0.99966,1.11047,0.0008021,0.0008021,0.0008021
244,2034.97,0.72008,1.22068,0.48531,0.87819,0.66181,0.71023,0.72069,0.47199,0.65122,0.69886,0.69819,0.41501,1.23722,2.52085,0.97492,1.10456,0.00079715,0.00079715,0.00079715
245,2042.76,0.65721,1.17023,0.46348,0.8807,0.66181,0.71023,0.72069,0.47199,0.65122,0.69886,0.69819,0.41501,1.23722,2.52085,0.97492,1.10456,0.0007922,0.0007922,0.0007922
246,2050.87,0.72453,1.25721,0.47982,0.91646,0.6725,0.71171,0.72648,0.46536,0.66176,0.70034,0.68995,0.41613,1.2759,2.50247,0.98877,1.12146,0.00078725,0.00078725,0.00078725
247,2059.43,0.69079,1.24839,0.50296,0.92488,0.6725,0.71171,0.72648,0.46536,0.66176,0.70034,0.68995,0.41613,1.2759,2.50247,0.98877,1.12146,0.0007823,0.0007823,0.0007823
248,2069.93,0.76259,1.27903,0.48927,0.8811,0.72417,0.67127,0.72075,0.46704,0.70737,0.65925,0.68748,0.40815,1.24791,2.43681,0.99572,1.11227,0.00077735,0.00077735,0.00077735
249,2079.64,0.67937,1.15435,0.46677,0.87348,0.72417,0.67127,0.72075,0.46704,0.70737,0.65925,0.68748,0.40815,1.24791,2.43681,0.99572,1.11227,0.0007724,0.0007724,0.0007724
250,2090.49,0.73195,1.26228,0.47752,0.87389,0.69816,0.67045,0.70361,0.46118,0.69353,0.65909,0.67549,0.4068,1.23284,2.42674,1.01948,1.11485,0.00076745,0.00076745,0.00076745
251,2100.83,0.7663,1.33361,0.52672,0.89865,0.69816,0.67045,0.70361,0.46118,0.69353,0.65909,0.67549,0.4068,1.23284,2.42674,1.01948,1.11485,0.0007625,0.0007625,0.0007625
252,2105.96,0.72071,1.21398,0.48899,0.8898,0.71777,0.6647,0.68367,0.4408,0.70998,0.65909,0.66705,0.39773,1.27322,2.49532,1.03636,1.13178,0.00075755,0.00075755,0.00075755
253,2112.34,0.76647,1.236,0.5084,0.90347,0.71777,0.6647,0.68367,0.4408,0.70998,0.65909,0.66705,0.39773,1.27322,2.49532,1.03636,1.13178,0.0007526,0.0007526,0.0007526
254,2120.07,0.7253,1.24256,0.50089,0.89591,0.66982,0.72727,0.6945,0.4415,0.66656,0.67614,0.66696,0.39529,1.27093,2.43301,1.01423,1.13304,0.00074765,0.00074765,0.00074765
255,2131.34,0.73062,1.19367,0.48102,0.86789,0.66982,0.72727,0.6945,0.4415,0.66656,0.67614,0.66696,0.39529,1.27093,2.43301,1.01423,1.13304,0.0007427,0.0007427,0.0007427
256,2139.95,0.74629,1.26177,0.50628,0.89659,0.62218,0.73295,0.68535,0.44978,0.61735,0.72727,0.67225,0.39116,1.24343,2.42896,0.97862,1.13536,0.00073775,0.00073775,0.00073775
257,2148.55,0.65437,1.08463,0.45208,0.8633,0.62218,0.73295,0.68535,0.44978,0.61735,0.72727,0.67225,0.39116,1.24343,2.42896,0.97862,1.13536,0.0007328,0.0007328,0.0007328
258,2158.31,0.68689,1.23231,0.48182,0.87677,0.69282,0.69199,0.70651,0.4609,0.6985,0.69768,0.69596,0.4025,1.24797,2.44646,0.95234,1.14487,0.00072785,0.00072785,0.00072785
259,2167.18,0.69339,1.16209,0.47085,0.88933,0.69282,0.69199,0.70651,0.4609,0.6985,0.69768,0.69596,0.4025,1.24797,2.44646,0.95234,1.14487,0.0007229,0.0007229,0.0007229
260,2175.55,0.70107,1.22406,0.47678,0.8637,0.68807,0.6875,0.69812,0.45808,0.69376,0.69318,0.69672,0.40173,1.21569,2.37535,0.97889,1.11777,0.00071795,0.00071795,0.00071795
261,2183.57,0.65511,1.11512,0.4712,0.88242,0.68807,0.6875,0.69812,0.45808,0.69376,0.69318,0.69672,0.40173,1.21569,2.37535,0.97889,1.11777,0.000713,0.000713,0.000713
262,2191.91,0.74211,1.24236,0.48203,0.88555,0.657,0.70742,0.69052,0.4566,0.66769,0.71023,0.68713,0.39405,1.22642,2.33489,0.9889,1.11973,0.00070805,0.00070805,0.00070805
263,2199.67,0.73907,1.15894,0.48495,0.88119,0.657,0.70742,0.69052,0.4566,0.66769,0.71023,0.68713,0.39405,1.22642,2.33489,0.9889,1.11973,0.0007031,0.0007031,0.0007031
264,2207.69,0.66391,1.16501,0.45971,0.88772,0.63172,0.77273,0.69802,0.45288,0.62707,0.76705,0.68872,0.3893,1.27738,2.41261,0.9904,1.15308,0.00069815,0.00069815,0.00069815
265,2217.89,0.69239,1.14462,0.47,0.86805,0.63172,0.77273,0.69802,0.45288,0.62707,0.76705,0.68872,0.3893,1.27738,2.41261,0.9904,1.15308,0.0006932,0.0006932,0.0006932
