epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,15.7181,1.56964,1.47103,1.23425,0.032,0.27273,0.18771,0.12372,1.42319,2.91685,1.11374,0.000511924,0.000511924,0.000511924
25,16.2992,1.57738,1.40321,1.19487,0.044,0.375,0.29993,0.19199,1.4161,2.80223,1.11204,0.000514304,0.000514304,0.000514304
26,16.9007,1.48509,1.42181,1.19747,0.05533,0.47159,0.36229,0.22077,1.42328,2.6804,1.11712,0.0005151,0.0005151,0.0005151
27,17.4958,1.58906,1.39632,1.1855,0.28984,0.46023,0.39902,0.23679,1.44947,2.62948,1.1193,0.000514312,0.000514312,0.000514312
28,18.0176,1.40591,1.42034,1.1719,0.28984,0.46023,0.39902,0.23679,1.44947,2.62948,1.1193,0.00051194,0.00051194,0.00051194
29,18.5814,1.43009,1.33338,1.16106,0.92963,0.19318,0.37346,0.22662,1.45449,2.65176,1.11212,0.000507984,0.000507984,0.000507984
30,19.1532,1.57158,1.47479,1.24348,0.96256,0.1461,0.34847,0.21573,1.47693,2.6819,1.11794,0.000502444,0.000502444,0.000502444
31,19.7191,1.37691,1.37868,1.20184,0.96256,0.1461,0.34847,0.21573,1.47693,2.6819,1.11794,0.00049532,0.00049532,0.00049532
32,20.2666,1.46587,1.32993,1.16793,0.97564,0.13068,0.33916,0.20863,1.49033,2.6701,1.12506,0.000486612,0.000486612,0.000486612
33,20.8533,1.36722,1.31797,1.1576,0.96924,0.1791,0.46156,0.25642,1.48299,2.46599,1.12762,0.00047632,0.00047632,0.00047632
34,21.4222,1.45185,1.31549,1.15811,0.96924,0.1791,0.46156,0.25642,1.48299,2.46599,1.12762,0.000464444,0.000464444,0.000464444
35,22.0039,1.34954,1.26012,1.10723,0.94004,0.27273,0.53661,0.29173,1.45745,2.27287,1.11996,0.000450984,0.000450984,0.000450984
36,22.6009,1.38528,1.2455,1.11359,0.87736,0.32386,0.56237,0.30864,1.43725,2.11447,1.11173,0.00043594,0.00043594,0.00043594
37,23.153,1.33583,1.22046,1.09024,0.87736,0.32386,0.56237,0.30864,1.43725,2.11447,1.11173,0.000419312,0.000419312,0.000419312
38,23.7525,1.33347,1.26265,1.11827,0.77695,0.35627,0.56184,0.32107,1.42531,2.00864,1.11119,0.0004011,0.0004011,0.0004011
39,24.3075,1.42528,1.32586,1.16021,0.79886,0.36107,0.56303,0.32338,1.4236,2.0128,1.11216,0.000381304,0.000381304,0.000381304
40,24.8912,1.43744,1.20541,1.13516,0.79886,0.36107,0.56303,0.32338,1.4236,2.0128,1.11216,0.000359924,0.000359924,0.000359924
41,40.3339,1.25392,1.24389,1.0959,0.84622,0.32955,0.55232,0.31633,1.41272,2.08505,1.10902,0.00033696,0.00033696,0.00033696
42,40.9699,1.35217,1.3036,1.14303,0.90399,0.26751,0.5115,0.29719,1.40662,2.23183,1.10029,0.000312412,0.000312412,0.000312412
43,41.5038,1.22851,1.21789,1.11441,0.90399,0.26751,0.5115,0.29719,1.40662,2.23183,1.10029,0.00028628,0.00028628,0.00028628
44,42.0894,1.33697,1.3106,1.14662,0.93427,0.24231,0.47598,0.27693,1.41897,2.33146,1.10261,0.000258564,0.000258564,0.000258564
45,42.6183,1.21043,1.19679,1.08426,0.93427,0.24231,0.47598,0.27693,1.41897,2.33146,1.10261,0.000229264,0.000229264,0.000229264
46,43.2053,1.28001,1.23524,1.10118,0.9295,0.23295,0.46003,0.26642,1.4191,2.39685,1.10086,0.00019838,0.00019838,0.00019838
47,43.7354,1.31714,1.21621,1.09973,0.9295,0.23295,0.46003,0.26642,1.4191,2.39685,1.10086,0.000165912,0.000165912,0.000165912
48,44.2923,1.23513,1.22213,1.1033,0.89921,0.23864,0.46644,0.26874,1.41266,2.36639,1.10024,0.00013186,0.00013186,0.00013186
49,44.8561,1.1944,1.18443,1.10517,0.89921,0.23864,0.46644,0.26874,1.41266,2.36639,1.10024,9.6224e-05,9.6224e-05,9.6224e-05
50,45.3908,1.25548,1.20537,1.09166,0.84669,0.28244,0.50572,0.29126,1.41918,2.23165,1.10946,5.9004e-05,5.9004e-05,5.9004e-05
