epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,94.8324,1.27025,0.99184,1.04124,0.60622,0.61932,0.64948,0.38847,1.37826,1.16775,1.13973,0.0002576,0.0002576,0.0002576
90,95.9736,1.22747,1.04722,1.0619,0.60463,0.59956,0.6463,0.38452,1.38516,1.21225,1.14201,0.0002378,0.0002378,0.0002378
91,111.155,1.08871,0.98172,1.00883,0.60463,0.59956,0.6463,0.38452,1.38516,1.21225,1.14201,0.000218,0.000218,0.000218
92,111.83,1.10309,0.92024,0.99766,0.60172,0.54545,0.64945,0.38249,1.40004,1.24821,1.14639,0.0001982,0.0001982,0.0001982
93,112.386,1.11009,0.94955,1.01212,0.60172,0.54545,0.64945,0.38249,1.40004,1.24821,1.14639,0.0001784,0.0001784,0.0001784
94,112.947,1.15253,0.98935,1.02542,0.60967,0.53977,0.65126,0.3774,1.39978,1.27748,1.14576,0.0001586,0.0001586,0.0001586
95,113.503,1.14345,0.95338,1.01451,0.60967,0.53977,0.65126,0.3774,1.39978,1.27748,1.14576,0.0001388,0.0001388,0.0001388
96,114.098,1.05239,0.91525,1.0064,0.64464,0.52841,0.64911,0.37841,1.38922,1.27221,1.14011,0.000119,0.000119,0.000119
97,114.604,1.08306,0.92383,1.00911,0.64464,0.52841,0.64911,0.37841,1.38922,1.27221,1.14011,9.92e-05,9.92e-05,9.92e-05
98,115.132,1.03454,0.92635,0.9982,0.62567,0.54133,0.6502,0.38223,1.37156,1.25302,1.13273,7.94e-05,7.94e-05,7.94e-05
99,115.667,1.10504,0.9246,1.01566,0.62567,0.54133,0.6502,0.38223,1.37156,1.25302,1.13273,5.96e-05,5.96e-05,5.96e-05
100,116.227,1.06634,0.91507,1.01369,0.63021,0.54545,0.64966,0.38653,1.3635,1.21913,1.1297,3.98e-05,3.98e-05,3.98e-05
